FileName,Strength,SeedSize,UsedSeedSize,TSSize,TSTime
UNIFORM_ALL_11,4,10,10,693,17804.0
UNIFORM_ALL_11,4,20,20,563,12023.0
UNIFORM_ALL_11,4,30,30,527,10365.0
UNIFORM_ALL_11,4,40,40,511,9609.0
UNIFORM_ALL_11,4,50,50,499,8746.0
UNIFORM_ALL_11,4,60,60,486,8601.0
UNIFORM_ALL_11,4,70,70,496,8567.0
UNIFORM_ALL_11,4,80,80,492,8271.0
UNIFORM_ALL_11,4,90,90,490,8221.0
UNIFORM_ALL_11,4,100,100,488,8341.0
UNIFORM_ALL_11,4,110,110,491,8869.0
UNIFORM_ALL_11,4,120,120,490,8120.0
UNIFORM_ALL_11,4,130,130,486,7896.0
UNIFORM_ALL_11,4,140,140,492,8250.0
UNIFORM_ALL_11,4,150,150,490,8201.0
UNIFORM_ALL_11,4,160,160,496,8471.0
UNIFORM_ALL_11,4,170,170,490,7907.0
UNIFORM_ALL_11,4,180,180,493,7644.0
UNIFORM_ALL_11,4,190,190,499,7833.0
UNIFORM_ALL_12,4,0,0,4137,65451.0
UNIFORM_ALL_12,4,10,10,3878,57031.0
UNIFORM_ALL_12,4,20,20,3698,51844.0
UNIFORM_ALL_12,4,30,30,3645,48817.0
UNIFORM_ALL_12,4,40,40,3504,43998.0
UNIFORM_ALL_12,4,50,50,3404,42429.0
UNIFORM_ALL_12,4,60,60,3322,40943.0
UNIFORM_ALL_12,4,70,70,3285,38681.0
UNIFORM_ALL_12,4,80,80,3180,36885.0
UNIFORM_ALL_12,4,90,90,3199,37540.0
UNIFORM_ALL_12,4,100,100,3182,35964.0
UNIFORM_ALL_12,4,110,110,3155,35043.0
UNIFORM_ALL_12,4,120,120,3114,35287.0
UNIFORM_ALL_12,4,130,130,3110,34149.0
UNIFORM_ALL_12,4,140,140,3058,32341.0
UNIFORM_ALL_12,4,150,150,3042,33066.0
UNIFORM_ALL_12,4,160,160,3026,32425.0
UNIFORM_ALL_12,4,170,170,2996,30724.0
UNIFORM_ALL_12,4,180,180,2975,31219.0
UNIFORM_ALL_12,4,190,190,2976,31755.0
UNIFORM_ALL_9,4,0,0,205,2206.0
UNIFORM_ALL_9,4,10,10,105,599.0
UNIFORM_ALL_9,4,20,20,87,501.0
UNIFORM_ALL_9,4,30,30,90,482.0
UNIFORM_ALL_9,4,40,40,91,473.0
UNIFORM_ALL_9,4,50,50,92,471.0
UNIFORM_ALL_9,4,60,60,95,469.0
UNIFORM_ALL_9,4,70,70,96,466.0
UNIFORM_ALL_9,4,80,80,99,451.0
UNIFORM_ALL_9,4,90,90,105,457.0
UNIFORM_ALL_9,4,100,100,111,461.0
UNIFORM_ALL_9,4,110,110,120,423.0
UNIFORM_ALL_9,4,120,120,126,469.0
UNIFORM_ALL_9,4,130,130,134,452.0
UNIFORM_ALL_9,4,140,140,144,478.0
UNIFORM_ALL_9,4,150,150,152,460.0
UNIFORM_ALL_9,4,160,160,162,460.0
UNIFORM_ALL_9,4,170,170,171,448.0
UNIFORM_ALL_9,4,180,180,181,457.0
UNIFORM_ALL_9,4,190,190,191,527.0
UNIFORM_BOOLEAN_0,4,0,0,84,61.0
UNIFORM_BOOLEAN_0,4,10,10,68,36.0
UNIFORM_BOOLEAN_0,4,20,20,62,29.0
UNIFORM_BOOLEAN_0,4,30,30,60,27.0
UNIFORM_BOOLEAN_0,4,40,40,65,27.0
UNIFORM_BOOLEAN_0,4,50,50,70,36.0
UNIFORM_BOOLEAN_0,4,60,58,72,33.0
UNIFORM_BOOLEAN_0,4,70,70,78,33.0
UNIFORM_BOOLEAN_0,4,80,79,87,30.0
UNIFORM_BOOLEAN_0,4,90,89,93,28.0
UNIFORM_BOOLEAN_0,4,100,99,102,30.0
UNIFORM_BOOLEAN_0,4,110,110,111,28.0
UNIFORM_BOOLEAN_0,4,120,119,121,31.0
UNIFORM_BOOLEAN_0,4,130,128,130,31.0
UNIFORM_BOOLEAN_0,4,140,140,142,32.0
UNIFORM_BOOLEAN_0,4,150,148,148,33.0
UNIFORM_BOOLEAN_0,4,160,160,160,37.0
UNIFORM_BOOLEAN_0,4,170,167,167,28.0
UNIFORM_BOOLEAN_0,4,180,178,178,32.0
UNIFORM_BOOLEAN_0,4,190,188,188,31.0
UNIFORM_BOOLEAN_1,4,0,0,138,258.0
UNIFORM_BOOLEAN_1,4,10,10,76,96.0
UNIFORM_BOOLEAN_1,4,20,20,74,92.0
UNIFORM_BOOLEAN_1,4,30,30,71,93.0
UNIFORM_BOOLEAN_1,4,40,40,72,88.0
UNIFORM_BOOLEAN_1,4,50,50,78,92.0
UNIFORM_BOOLEAN_1,4,60,60,80,89.0
UNIFORM_BOOLEAN_1,4,70,70,88,88.0
UNIFORM_BOOLEAN_1,4,80,80,94,85.0
UNIFORM_BOOLEAN_1,4,90,90,97,87.0
UNIFORM_BOOLEAN_1,4,100,99,105,89.0
UNIFORM_BOOLEAN_1,4,110,110,114,89.0
UNIFORM_BOOLEAN_1,4,120,120,123,87.0
UNIFORM_BOOLEAN_1,4,130,130,133,92.0
UNIFORM_BOOLEAN_1,4,140,140,141,98.0
UNIFORM_BOOLEAN_1,4,150,150,151,95.0
UNIFORM_BOOLEAN_1,4,160,160,161,90.0
UNIFORM_BOOLEAN_1,4,170,170,170,89.0
UNIFORM_BOOLEAN_1,4,180,180,180,91.0
UNIFORM_BOOLEAN_1,4,190,190,190,100.0
UNIFORM_BOOLEAN_10,4,0,0,147,571.0
UNIFORM_BOOLEAN_10,4,10,10,82,164.0
UNIFORM_BOOLEAN_10,4,20,20,81,156.0
UNIFORM_BOOLEAN_10,4,30,30,81,164.0
UNIFORM_BOOLEAN_10,4,40,40,79,155.0
UNIFORM_BOOLEAN_10,4,50,50,81,164.0
UNIFORM_BOOLEAN_10,4,60,60,84,144.0
UNIFORM_BOOLEAN_10,4,70,70,93,153.0
UNIFORM_BOOLEAN_10,4,80,80,94,139.0
UNIFORM_BOOLEAN_10,4,90,90,99,135.0
UNIFORM_BOOLEAN_10,4,100,100,107,143.0
UNIFORM_BOOLEAN_10,4,110,110,116,144.0
UNIFORM_BOOLEAN_10,4,120,120,123,149.0
UNIFORM_BOOLEAN_10,4,130,130,131,148.0
UNIFORM_BOOLEAN_10,4,140,140,141,149.0
UNIFORM_BOOLEAN_10,4,150,150,151,137.0
UNIFORM_BOOLEAN_10,4,160,160,161,156.0
UNIFORM_BOOLEAN_10,4,170,170,171,149.0
UNIFORM_BOOLEAN_10,4,180,180,180,143.0
UNIFORM_BOOLEAN_10,4,190,190,190,143.0
UNIFORM_BOOLEAN_11,4,0,0,58,14.0
UNIFORM_BOOLEAN_11,4,10,10,49,11.0
UNIFORM_BOOLEAN_11,4,20,20,52,9.0
UNIFORM_BOOLEAN_11,4,30,30,52,16.0
UNIFORM_BOOLEAN_11,4,40,39,57,10.0
UNIFORM_BOOLEAN_11,4,50,50,60,11.0
UNIFORM_BOOLEAN_11,4,60,57,66,10.0
UNIFORM_BOOLEAN_11,4,70,68,76,10.0
UNIFORM_BOOLEAN_11,4,80,76,80,12.0
UNIFORM_BOOLEAN_11,4,90,85,87,10.0
UNIFORM_BOOLEAN_11,4,100,96,98,10.0
UNIFORM_BOOLEAN_11,4,110,106,107,10.0
UNIFORM_BOOLEAN_11,4,120,115,117,15.0
UNIFORM_BOOLEAN_11,4,130,123,123,11.0
UNIFORM_BOOLEAN_11,4,140,134,134,12.0
UNIFORM_BOOLEAN_11,4,150,141,141,12.0
UNIFORM_BOOLEAN_11,4,160,150,150,11.0
UNIFORM_BOOLEAN_11,4,170,152,152,13.0
UNIFORM_BOOLEAN_11,4,180,171,171,13.0
UNIFORM_BOOLEAN_11,4,190,175,175,12.0
UNIFORM_BOOLEAN_12,4,0,0,228,3318.0
UNIFORM_BOOLEAN_12,4,10,10,105,851.0
UNIFORM_BOOLEAN_12,4,20,20,91,702.0
UNIFORM_BOOLEAN_12,4,30,30,91,719.0
UNIFORM_BOOLEAN_12,4,40,40,92,666.0
UNIFORM_BOOLEAN_12,4,50,50,95,655.0
UNIFORM_BOOLEAN_12,4,60,60,99,748.0
UNIFORM_BOOLEAN_12,4,70,70,102,650.0
UNIFORM_BOOLEAN_12,4,80,80,106,633.0
UNIFORM_BOOLEAN_12,4,90,90,110,666.0
UNIFORM_BOOLEAN_12,4,100,100,112,627.0
UNIFORM_BOOLEAN_12,4,110,110,120,660.0
UNIFORM_BOOLEAN_12,4,120,120,126,613.0
UNIFORM_BOOLEAN_12,4,130,130,135,625.0
UNIFORM_BOOLEAN_12,4,140,140,145,633.0
UNIFORM_BOOLEAN_12,4,150,150,155,643.0
UNIFORM_BOOLEAN_12,4,160,160,162,614.0
UNIFORM_BOOLEAN_12,4,170,170,171,606.0
UNIFORM_BOOLEAN_12,4,180,180,181,653.0
UNIFORM_BOOLEAN_12,4,190,190,191,625.0
UNIFORM_BOOLEAN_13,4,0,0,50,5.0
UNIFORM_BOOLEAN_13,4,10,10,39,4.0
UNIFORM_BOOLEAN_13,4,20,20,42,3.0
UNIFORM_BOOLEAN_13,4,30,29,45,3.0
UNIFORM_BOOLEAN_13,4,40,37,48,4.0
UNIFORM_BOOLEAN_13,4,50,47,55,5.0
UNIFORM_BOOLEAN_13,4,60,54,61,3.0
UNIFORM_BOOLEAN_13,4,70,66,68,4.0
UNIFORM_BOOLEAN_13,4,80,71,73,5.0
UNIFORM_BOOLEAN_13,4,90,74,76,4.0
UNIFORM_BOOLEAN_13,4,100,84,84,3.0
UNIFORM_BOOLEAN_13,4,110,85,85,3.0
UNIFORM_BOOLEAN_13,4,120,99,99,4.0
UNIFORM_BOOLEAN_13,4,130,102,102,5.0
UNIFORM_BOOLEAN_13,4,140,117,117,6.0
UNIFORM_BOOLEAN_13,4,150,112,112,5.0
UNIFORM_BOOLEAN_13,4,160,122,122,5.0
UNIFORM_BOOLEAN_13,4,170,124,124,5.0
UNIFORM_BOOLEAN_13,4,180,133,133,4.0
UNIFORM_BOOLEAN_13,4,190,125,125,6.0
UNIFORM_BOOLEAN_14,4,0,0,236,4085.0
UNIFORM_BOOLEAN_14,4,10,10,117,1073.0
UNIFORM_BOOLEAN_14,4,20,20,101,863.0
UNIFORM_BOOLEAN_14,4,30,30,95,868.0
UNIFORM_BOOLEAN_14,4,40,40,96,780.0
UNIFORM_BOOLEAN_14,4,50,50,95,747.0
UNIFORM_BOOLEAN_14,4,60,60,96,735.0
UNIFORM_BOOLEAN_14,4,70,70,102,739.0
UNIFORM_BOOLEAN_14,4,80,80,108,754.0
UNIFORM_BOOLEAN_14,4,90,90,110,719.0
UNIFORM_BOOLEAN_14,4,100,100,115,745.0
UNIFORM_BOOLEAN_14,4,110,110,119,709.0
UNIFORM_BOOLEAN_14,4,120,120,129,763.0
UNIFORM_BOOLEAN_14,4,130,130,134,737.0
UNIFORM_BOOLEAN_14,4,140,140,144,699.0
UNIFORM_BOOLEAN_14,4,150,150,151,690.0
UNIFORM_BOOLEAN_14,4,160,160,162,707.0
UNIFORM_BOOLEAN_14,4,170,170,172,720.0
UNIFORM_BOOLEAN_14,4,180,180,180,705.0
UNIFORM_BOOLEAN_14,4,190,190,191,684.0
UNIFORM_BOOLEAN_2,4,0,0,147,471.0
UNIFORM_BOOLEAN_2,4,10,10,81,157.0
UNIFORM_BOOLEAN_2,4,20,20,78,146.0
UNIFORM_BOOLEAN_2,4,30,30,77,141.0
UNIFORM_BOOLEAN_2,4,40,40,79,161.0
UNIFORM_BOOLEAN_2,4,50,50,83,154.0
UNIFORM_BOOLEAN_2,4,60,60,84,140.0
UNIFORM_BOOLEAN_2,4,70,70,88,134.0
UNIFORM_BOOLEAN_2,4,80,80,95,149.0
UNIFORM_BOOLEAN_2,4,90,90,101,138.0
UNIFORM_BOOLEAN_2,4,100,100,109,142.0
UNIFORM_BOOLEAN_2,4,110,110,116,148.0
UNIFORM_BOOLEAN_2,4,120,120,127,143.0
UNIFORM_BOOLEAN_2,4,130,130,134,138.0
UNIFORM_BOOLEAN_2,4,140,140,142,147.0
UNIFORM_BOOLEAN_2,4,150,150,151,137.0
UNIFORM_BOOLEAN_2,4,160,160,161,147.0
UNIFORM_BOOLEAN_2,4,170,170,170,147.0
UNIFORM_BOOLEAN_2,4,180,180,181,153.0
UNIFORM_BOOLEAN_2,4,190,190,190,143.0
UNIFORM_BOOLEAN_3,4,0,0,138,270.0
UNIFORM_BOOLEAN_3,4,10,10,82,104.0
UNIFORM_BOOLEAN_3,4,20,20,72,89.0
UNIFORM_BOOLEAN_3,4,30,30,73,92.0
UNIFORM_BOOLEAN_3,4,40,39,75,91.0
UNIFORM_BOOLEAN_3,4,50,50,74,108.0
UNIFORM_BOOLEAN_3,4,60,60,80,110.0
UNIFORM_BOOLEAN_3,4,70,70,88,93.0
UNIFORM_BOOLEAN_3,4,80,80,93,88.0
UNIFORM_BOOLEAN_3,4,90,90,97,83.0
UNIFORM_BOOLEAN_3,4,100,100,109,94.0
UNIFORM_BOOLEAN_3,4,110,110,112,95.0
UNIFORM_BOOLEAN_3,4,120,120,123,92.0
UNIFORM_BOOLEAN_3,4,130,130,131,91.0
UNIFORM_BOOLEAN_3,4,140,140,141,91.0
UNIFORM_BOOLEAN_3,4,150,150,151,93.0
UNIFORM_BOOLEAN_3,4,160,160,160,94.0
UNIFORM_BOOLEAN_3,4,170,170,171,95.0
UNIFORM_BOOLEAN_3,4,180,180,180,91.0
UNIFORM_BOOLEAN_3,4,190,190,190,93.0
UNIFORM_BOOLEAN_4,4,0,0,241,4003.0
UNIFORM_BOOLEAN_4,4,10,10,105,960.0
UNIFORM_BOOLEAN_4,4,20,20,104,881.0
UNIFORM_BOOLEAN_4,4,30,30,94,827.0
UNIFORM_BOOLEAN_4,4,40,40,95,802.0
UNIFORM_BOOLEAN_4,4,50,50,94,772.0
UNIFORM_BOOLEAN_4,4,60,60,98,890.0
UNIFORM_BOOLEAN_4,4,70,70,99,901.0
UNIFORM_BOOLEAN_4,4,80,80,104,824.0
UNIFORM_BOOLEAN_4,4,90,90,109,858.0
UNIFORM_BOOLEAN_4,4,100,100,118,836.0
UNIFORM_BOOLEAN_4,4,110,110,123,827.0
UNIFORM_BOOLEAN_4,4,120,120,128,906.0
UNIFORM_BOOLEAN_4,4,130,130,136,826.0
UNIFORM_BOOLEAN_4,4,140,140,144,812.0
UNIFORM_BOOLEAN_4,4,150,150,154,860.0
UNIFORM_BOOLEAN_4,4,160,160,162,837.0
UNIFORM_BOOLEAN_4,4,170,170,172,836.0
UNIFORM_BOOLEAN_4,4,180,180,181,804.0
UNIFORM_BOOLEAN_4,4,190,190,191,857.0
UNIFORM_BOOLEAN_5,4,0,0,138,313.0
UNIFORM_BOOLEAN_5,4,10,10,82,160.0
UNIFORM_BOOLEAN_5,4,20,20,80,108.0
UNIFORM_BOOLEAN_5,4,30,30,73,102.0
UNIFORM_BOOLEAN_5,4,40,40,79,115.0
UNIFORM_BOOLEAN_5,4,50,50,79,96.0
UNIFORM_BOOLEAN_5,4,60,60,81,100.0
UNIFORM_BOOLEAN_5,4,70,70,86,128.0
UNIFORM_BOOLEAN_5,4,80,80,90,98.0
UNIFORM_BOOLEAN_5,4,90,89,101,106.0
UNIFORM_BOOLEAN_5,4,100,100,105,107.0
UNIFORM_BOOLEAN_5,4,110,110,116,101.0
UNIFORM_BOOLEAN_5,4,120,120,123,136.0
UNIFORM_BOOLEAN_5,4,130,130,131,101.0
UNIFORM_BOOLEAN_5,4,140,140,141,123.0
UNIFORM_BOOLEAN_5,4,150,150,151,103.0
UNIFORM_BOOLEAN_5,4,160,160,161,130.0
UNIFORM_BOOLEAN_5,4,170,170,171,111.0
UNIFORM_BOOLEAN_5,4,180,180,180,99.0
UNIFORM_BOOLEAN_5,4,190,189,189,101.0
UNIFORM_BOOLEAN_6,4,0,0,165,946.0
UNIFORM_BOOLEAN_6,4,10,10,96,316.0
UNIFORM_BOOLEAN_6,4,20,20,83,306.0
UNIFORM_BOOLEAN_6,4,30,30,81,254.0
UNIFORM_BOOLEAN_6,4,40,40,85,280.0
UNIFORM_BOOLEAN_6,4,50,50,85,259.0
UNIFORM_BOOLEAN_6,4,60,60,89,293.0
UNIFORM_BOOLEAN_6,4,70,70,92,293.0
UNIFORM_BOOLEAN_6,4,80,80,95,301.0
UNIFORM_BOOLEAN_6,4,90,90,103,238.0
UNIFORM_BOOLEAN_6,4,100,100,110,253.0
UNIFORM_BOOLEAN_6,4,110,110,118,273.0
UNIFORM_BOOLEAN_6,4,120,120,125,247.0
UNIFORM_BOOLEAN_6,4,130,130,136,295.0
UNIFORM_BOOLEAN_6,4,140,140,141,251.0
UNIFORM_BOOLEAN_6,4,150,150,152,277.0
UNIFORM_BOOLEAN_6,4,160,160,161,223.0
UNIFORM_BOOLEAN_6,4,170,170,171,246.0
UNIFORM_BOOLEAN_6,4,180,180,180,278.0
UNIFORM_BOOLEAN_6,4,190,190,190,250.0
UNIFORM_BOOLEAN_7,4,0,0,141,475.0
UNIFORM_BOOLEAN_7,4,10,10,84,200.0
UNIFORM_BOOLEAN_7,4,20,20,75,146.0
UNIFORM_BOOLEAN_7,4,30,30,77,193.0
UNIFORM_BOOLEAN_7,4,40,40,81,136.0
UNIFORM_BOOLEAN_7,4,50,50,82,132.0
UNIFORM_BOOLEAN_7,4,60,60,85,116.0
UNIFORM_BOOLEAN_7,4,70,70,87,125.0
UNIFORM_BOOLEAN_7,4,80,80,90,156.0
UNIFORM_BOOLEAN_7,4,90,90,103,140.0
UNIFORM_BOOLEAN_7,4,100,100,107,134.0
UNIFORM_BOOLEAN_7,4,110,110,117,137.0
UNIFORM_BOOLEAN_7,4,120,120,124,154.0
UNIFORM_BOOLEAN_7,4,130,130,131,127.0
UNIFORM_BOOLEAN_7,4,140,140,141,128.0
UNIFORM_BOOLEAN_7,4,150,150,151,117.0
UNIFORM_BOOLEAN_7,4,160,160,161,134.0
UNIFORM_BOOLEAN_7,4,170,170,170,133.0
UNIFORM_BOOLEAN_7,4,180,180,180,123.0
UNIFORM_BOOLEAN_7,4,190,190,190,136.0
UNIFORM_BOOLEAN_8,4,0,0,40,4.0
UNIFORM_BOOLEAN_8,4,10,10,36,3.0
UNIFORM_BOOLEAN_8,4,20,20,38,3.0
UNIFORM_BOOLEAN_8,4,30,28,39,4.0
UNIFORM_BOOLEAN_8,4,40,35,44,3.0
UNIFORM_BOOLEAN_8,4,50,41,48,2.0
UNIFORM_BOOLEAN_8,4,60,43,46,2.0
UNIFORM_BOOLEAN_8,4,70,52,53,3.0
UNIFORM_BOOLEAN_8,4,80,57,60,3.0
UNIFORM_BOOLEAN_8,4,90,60,60,3.0
UNIFORM_BOOLEAN_8,4,100,74,75,3.0
UNIFORM_BOOLEAN_8,4,110,76,76,3.0
UNIFORM_BOOLEAN_8,4,120,75,75,3.0
UNIFORM_BOOLEAN_8,4,130,70,70,4.0
UNIFORM_BOOLEAN_8,4,140,88,88,6.0
UNIFORM_BOOLEAN_8,4,150,86,86,5.0
UNIFORM_BOOLEAN_8,4,160,89,89,4.0
UNIFORM_BOOLEAN_8,4,170,97,97,4.0
UNIFORM_BOOLEAN_8,4,180,95,95,3.0
UNIFORM_BOOLEAN_8,4,190,96,96,5.0
UNIFORM_BOOLEAN_9,4,0,0,256,4897.0
UNIFORM_BOOLEAN_9,4,10,10,112,1293.0
UNIFORM_BOOLEAN_9,4,20,20,103,1223.0
UNIFORM_BOOLEAN_9,4,30,30,99,1038.0
UNIFORM_BOOLEAN_9,4,40,40,95,1217.0
UNIFORM_BOOLEAN_9,4,50,50,95,1116.0
UNIFORM_BOOLEAN_9,4,60,60,102,1037.0
UNIFORM_BOOLEAN_9,4,70,70,103,975.0
UNIFORM_BOOLEAN_9,4,80,80,105,938.0
UNIFORM_BOOLEAN_9,4,90,90,110,1009.0
UNIFORM_BOOLEAN_9,4,100,100,116,913.0
UNIFORM_BOOLEAN_9,4,110,110,120,852.0
UNIFORM_BOOLEAN_9,4,120,120,130,819.0
UNIFORM_BOOLEAN_9,4,130,130,136,848.0
UNIFORM_BOOLEAN_9,4,140,140,146,819.0
UNIFORM_BOOLEAN_9,4,150,150,153,853.0
UNIFORM_BOOLEAN_9,4,160,160,163,857.0
UNIFORM_BOOLEAN_9,4,170,170,171,856.0
UNIFORM_BOOLEAN_9,4,180,180,180,815.0
UNIFORM_BOOLEAN_9,4,190,190,191,820.0
