FileName,Strength,SeedSize,UsedSeedSize,TSSize,TSTime
UNIFORM_ALL_1,timeout,60,timeout,timeout,timeout
UNIFORM_ALL_1,timeout,70,timeout,timeout,timeout
UNIFORM_ALL_1,timeout,80,timeout,timeout,timeout
UNIFORM_ALL_1,timeout,90,timeout,timeout,timeout
UNIFORM_ALL_1,timeout,100,timeout,timeout,timeout
UNIFORM_ALL_1,timeout,110,timeout,timeout,timeout
UNIFORM_ALL_1,timeout,120,timeout,timeout,timeout
UNIFORM_ALL_1,timeout,130,timeout,timeout,timeout
UNIFORM_ALL_1,timeout,140,timeout,timeout,timeout
UNIFORM_ALL_1,timeout,150,timeout,timeout,timeout
UNIFORM_ALL_1,timeout,160,timeout,timeout,timeout
UNIFORM_ALL_1,timeout,170,timeout,timeout,timeout
UNIFORM_ALL_1,timeout,180,timeout,timeout,timeout
UNIFORM_ALL_1,timeout,190,timeout,timeout,timeout
UNIFORM_ALL_11,timeout,0,timeout,timeout,timeout
UNIFORM_ALL_11,timeout,10,timeout,timeout,timeout
UNIFORM_ALL_11,timeout,20,timeout,timeout,timeout
UNIFORM_ALL_11,timeout,30,timeout,timeout,timeout
UNIFORM_ALL_11,timeout,40,timeout,timeout,timeout
UNIFORM_ALL_11,timeout,50,timeout,timeout,timeout
UNIFORM_ALL_11,timeout,60,timeout,timeout,timeout
UNIFORM_ALL_11,timeout,70,timeout,timeout,timeout
UNIFORM_ALL_11,timeout,80,timeout,timeout,timeout
UNIFORM_ALL_11,timeout,90,timeout,timeout,timeout
UNIFORM_ALL_11,timeout,100,timeout,timeout,timeout
UNIFORM_ALL_11,timeout,110,timeout,timeout,timeout
UNIFORM_ALL_11,timeout,120,timeout,timeout,timeout
UNIFORM_ALL_11,timeout,130,timeout,timeout,timeout
UNIFORM_ALL_11,timeout,140,timeout,timeout,timeout
UNIFORM_ALL_11,timeout,150,timeout,timeout,timeout
UNIFORM_ALL_11,timeout,160,timeout,timeout,timeout
UNIFORM_ALL_11,timeout,170,timeout,timeout,timeout
UNIFORM_ALL_11,timeout,180,timeout,timeout,timeout
UNIFORM_ALL_11,timeout,190,timeout,timeout,timeout
UNIFORM_ALL_12,timeout,0,timeout,timeout,timeout
UNIFORM_ALL_12,timeout,10,timeout,timeout,timeout
UNIFORM_ALL_12,timeout,20,timeout,timeout,timeout
UNIFORM_ALL_12,timeout,30,timeout,timeout,timeout
UNIFORM_ALL_12,timeout,40,timeout,timeout,timeout
UNIFORM_ALL_12,timeout,50,timeout,timeout,timeout
UNIFORM_ALL_12,timeout,60,timeout,timeout,timeout
UNIFORM_ALL_12,timeout,70,timeout,timeout,timeout
UNIFORM_ALL_12,timeout,80,timeout,timeout,timeout
UNIFORM_ALL_12,timeout,90,timeout,timeout,timeout
UNIFORM_ALL_12,timeout,100,timeout,timeout,timeout
UNIFORM_ALL_12,timeout,110,timeout,timeout,timeout
UNIFORM_ALL_12,timeout,120,timeout,timeout,timeout
UNIFORM_ALL_12,timeout,130,timeout,timeout,timeout
UNIFORM_ALL_12,timeout,140,timeout,timeout,timeout
UNIFORM_ALL_12,timeout,150,timeout,timeout,timeout
UNIFORM_ALL_12,timeout,160,timeout,timeout,timeout
UNIFORM_ALL_12,timeout,170,timeout,timeout,timeout
UNIFORM_ALL_12,timeout,180,timeout,timeout,timeout
UNIFORM_ALL_12,timeout,190,timeout,timeout,timeout
UNIFORM_ALL_9,5,0,0,488,186773.0
UNIFORM_ALL_9,5,10,10,290,67773.0
UNIFORM_ALL_9,5,20,20,256,47584.0
UNIFORM_ALL_9,5,30,30,224,38242.0
UNIFORM_ALL_9,5,40,40,216,47289.0
UNIFORM_ALL_9,5,50,50,216,41163.0
UNIFORM_ALL_9,5,60,60,218,38746.0
UNIFORM_ALL_9,5,70,70,222,36426.0
UNIFORM_ALL_9,5,80,80,221,41383.0
UNIFORM_ALL_9,5,90,90,218,40777.0
UNIFORM_ALL_9,5,100,100,224,32455.0
UNIFORM_ALL_9,5,110,110,225,35073.0
UNIFORM_ALL_9,5,120,120,229,35121.0
UNIFORM_ALL_9,5,130,130,232,43023.0
UNIFORM_ALL_9,5,140,140,228,34050.0
UNIFORM_ALL_9,5,150,150,236,31369.0
UNIFORM_ALL_9,5,160,160,237,39043.0
UNIFORM_ALL_9,5,170,170,241,37078.0
UNIFORM_ALL_9,5,180,180,238,34084.0
UNIFORM_ALL_9,5,190,190,245,30887.0
UNIFORM_BOOLEAN_0,5,0,0,200,1580.0
UNIFORM_BOOLEAN_0,5,10,10,156,1259.0
UNIFORM_BOOLEAN_0,5,20,20,137,1089.0
UNIFORM_BOOLEAN_0,5,30,30,138,882.0
UNIFORM_BOOLEAN_0,5,40,40,138,987.0
UNIFORM_BOOLEAN_0,5,50,50,140,990.0
UNIFORM_BOOLEAN_0,5,60,60,132,988.0
UNIFORM_BOOLEAN_0,5,70,70,141,1103.0
UNIFORM_BOOLEAN_0,5,80,79,145,826.0
UNIFORM_BOOLEAN_0,5,90,90,145,1036.0
UNIFORM_BOOLEAN_0,5,100,98,152,996.0
UNIFORM_BOOLEAN_0,5,110,109,153,905.0
UNIFORM_BOOLEAN_0,5,120,118,164,889.0
UNIFORM_BOOLEAN_0,5,130,128,161,1109.0
UNIFORM_BOOLEAN_0,5,140,140,163,1046.0
UNIFORM_BOOLEAN_0,5,150,147,174,874.0
UNIFORM_BOOLEAN_0,5,160,159,181,937.0
UNIFORM_BOOLEAN_0,5,170,168,186,1028.0
UNIFORM_BOOLEAN_0,5,180,179,200,924.0
UNIFORM_BOOLEAN_0,5,190,189,202,977.0
UNIFORM_BOOLEAN_1,5,0,0,308,10913.0
UNIFORM_BOOLEAN_1,5,10,10,207,7626.0
UNIFORM_BOOLEAN_1,5,20,20,189,5509.0
UNIFORM_BOOLEAN_1,5,30,30,171,3942.0
UNIFORM_BOOLEAN_1,5,40,40,170,3649.0
UNIFORM_BOOLEAN_1,5,50,50,167,5298.0
UNIFORM_BOOLEAN_1,5,60,60,172,4743.0
UNIFORM_BOOLEAN_1,5,70,70,168,4177.0
UNIFORM_BOOLEAN_1,5,80,80,169,4284.0
UNIFORM_BOOLEAN_1,5,90,90,179,3893.0
UNIFORM_BOOLEAN_1,5,100,100,175,4525.0
UNIFORM_BOOLEAN_1,5,110,110,186,3784.0
UNIFORM_BOOLEAN_1,5,120,120,181,3154.0
UNIFORM_BOOLEAN_1,5,130,130,189,4621.0
UNIFORM_BOOLEAN_1,5,140,140,193,4297.0
UNIFORM_BOOLEAN_1,5,150,150,198,3701.0
UNIFORM_BOOLEAN_1,5,160,160,200,3124.0
UNIFORM_BOOLEAN_1,5,170,170,203,4451.0
UNIFORM_BOOLEAN_1,5,180,180,213,4083.0
UNIFORM_BOOLEAN_1,5,190,190,217,3085.0
UNIFORM_BOOLEAN_10,5,0,0,345,21340.0
UNIFORM_BOOLEAN_10,5,10,10,229,13332.0
UNIFORM_BOOLEAN_10,5,20,20,206,10174.0
UNIFORM_BOOLEAN_10,5,30,30,190,7554.0
UNIFORM_BOOLEAN_10,5,40,40,180,6765.0
UNIFORM_BOOLEAN_10,5,50,50,182,9121.0
UNIFORM_BOOLEAN_10,5,60,60,185,8091.0
UNIFORM_BOOLEAN_10,5,70,70,185,7142.0
UNIFORM_BOOLEAN_10,5,80,80,187,6682.0
UNIFORM_BOOLEAN_10,5,90,90,189,8664.0
UNIFORM_BOOLEAN_10,5,100,100,190,7486.0
UNIFORM_BOOLEAN_10,5,110,110,189,6571.0
UNIFORM_BOOLEAN_10,5,120,120,196,6141.0
UNIFORM_BOOLEAN_10,5,130,130,203,7699.0
UNIFORM_BOOLEAN_10,5,140,140,200,7227.0
UNIFORM_BOOLEAN_10,5,150,150,207,6256.0
UNIFORM_BOOLEAN_10,5,160,160,208,6238.0
UNIFORM_BOOLEAN_10,5,170,170,215,7834.0
UNIFORM_BOOLEAN_10,5,180,180,218,7104.0
UNIFORM_BOOLEAN_10,5,190,190,225,6099.0
UNIFORM_BOOLEAN_11,5,0,0,127,342.0
UNIFORM_BOOLEAN_11,5,10,10,118,280.0
UNIFORM_BOOLEAN_11,5,20,19,109,200.0
UNIFORM_BOOLEAN_11,5,30,30,102,162.0
UNIFORM_BOOLEAN_11,5,40,39,102,227.0
UNIFORM_BOOLEAN_11,5,50,46,109,229.0
UNIFORM_BOOLEAN_11,5,60,60,106,206.0
UNIFORM_BOOLEAN_11,5,70,65,113,174.0
UNIFORM_BOOLEAN_11,5,80,75,114,204.0
UNIFORM_BOOLEAN_11,5,90,84,121,233.0
UNIFORM_BOOLEAN_11,5,100,97,125,196.0
UNIFORM_BOOLEAN_11,5,110,108,128,153.0
UNIFORM_BOOLEAN_11,5,120,114,136,225.0
UNIFORM_BOOLEAN_11,5,130,122,137,171.0
UNIFORM_BOOLEAN_11,5,140,132,153,212.0
UNIFORM_BOOLEAN_11,5,150,142,152,214.0
UNIFORM_BOOLEAN_11,5,160,150,160,190.0
UNIFORM_BOOLEAN_11,5,170,162,172,229.0
UNIFORM_BOOLEAN_11,5,180,168,172,211.0
UNIFORM_BOOLEAN_11,5,190,176,180,219.0
UNIFORM_BOOLEAN_12,5,0,0,538,225480.0
UNIFORM_BOOLEAN_12,5,10,10,311,103104.0
UNIFORM_BOOLEAN_12,5,20,20,265,73747.0
UNIFORM_BOOLEAN_12,5,30,30,245,55909.0
UNIFORM_BOOLEAN_12,5,40,40,235,51554.0
UNIFORM_BOOLEAN_12,5,50,50,225,61498.0
UNIFORM_BOOLEAN_12,5,60,60,237,62399.0
UNIFORM_BOOLEAN_12,5,70,70,230,45575.0
UNIFORM_BOOLEAN_12,5,80,80,227,41242.0
UNIFORM_BOOLEAN_12,5,90,90,229,60058.0
UNIFORM_BOOLEAN_12,5,100,100,232,54506.0
UNIFORM_BOOLEAN_12,5,110,110,232,44039.0
UNIFORM_BOOLEAN_12,5,120,120,236,41540.0
UNIFORM_BOOLEAN_12,5,130,130,237,57145.0
UNIFORM_BOOLEAN_12,5,140,140,238,50803.0
UNIFORM_BOOLEAN_12,5,150,150,243,40886.0
UNIFORM_BOOLEAN_12,5,160,160,243,36727.0
UNIFORM_BOOLEAN_12,5,170,170,246,54376.0
UNIFORM_BOOLEAN_12,5,180,180,246,49265.0
UNIFORM_BOOLEAN_12,5,190,190,253,39364.0
UNIFORM_BOOLEAN_13,5,0,0,90,165.0
UNIFORM_BOOLEAN_13,5,10,10,80,106.0
UNIFORM_BOOLEAN_13,5,20,19,79,93.0
UNIFORM_BOOLEAN_13,5,30,28,75,42.0
UNIFORM_BOOLEAN_13,5,40,36,80,170.0
UNIFORM_BOOLEAN_13,5,50,43,80,89.0
UNIFORM_BOOLEAN_13,5,60,57,86,94.0
UNIFORM_BOOLEAN_13,5,70,63,89,104.0
UNIFORM_BOOLEAN_13,5,80,71,90,140.0
UNIFORM_BOOLEAN_13,5,90,75,91,81.0
UNIFORM_BOOLEAN_13,5,100,81,95,76.0
UNIFORM_BOOLEAN_13,5,110,96,104,70.0
UNIFORM_BOOLEAN_13,5,120,102,112,72.0
UNIFORM_BOOLEAN_13,5,130,109,117,71.0
UNIFORM_BOOLEAN_13,5,140,114,118,70.0
UNIFORM_BOOLEAN_13,5,150,115,119,52.0
UNIFORM_BOOLEAN_13,5,160,115,120,66.0
UNIFORM_BOOLEAN_13,5,170,114,119,81.0
UNIFORM_BOOLEAN_13,5,180,133,136,105.0
UNIFORM_BOOLEAN_13,5,190,141,143,84.0
UNIFORM_BOOLEAN_14,5,0,0,538,261887.0
UNIFORM_BOOLEAN_14,5,10,10,342,88366.0
UNIFORM_BOOLEAN_14,5,20,20,270,94003.0
UNIFORM_BOOLEAN_14,5,30,30,238,76091.0
UNIFORM_BOOLEAN_14,5,40,40,235,54127.0
UNIFORM_BOOLEAN_14,5,50,50,248,52288.0
UNIFORM_BOOLEAN_14,5,60,60,237,70717.0
UNIFORM_BOOLEAN_14,5,70,70,236,74327.0
UNIFORM_BOOLEAN_14,5,80,80,231,51569.0
UNIFORM_BOOLEAN_14,5,90,90,231,45133.0
UNIFORM_BOOLEAN_14,5,100,100,242,74497.0
UNIFORM_BOOLEAN_14,5,110,110,235,70824.0
UNIFORM_BOOLEAN_14,5,120,120,239,40102.0
UNIFORM_BOOLEAN_14,5,130,130,243,43336.0
UNIFORM_BOOLEAN_14,5,140,140,243,54789.0
UNIFORM_BOOLEAN_14,5,150,150,240,55097.0
UNIFORM_BOOLEAN_14,5,160,160,249,42138.0
UNIFORM_BOOLEAN_14,5,170,170,248,36933.0
UNIFORM_BOOLEAN_14,5,180,180,249,51817.0
UNIFORM_BOOLEAN_14,5,190,190,258,46564.0
UNIFORM_BOOLEAN_2,5,0,0,346,13950.0
UNIFORM_BOOLEAN_2,5,10,10,227,7236.0
UNIFORM_BOOLEAN_2,5,20,20,196,7349.0
UNIFORM_BOOLEAN_2,5,30,30,194,6699.0
UNIFORM_BOOLEAN_2,5,40,40,184,5390.0
UNIFORM_BOOLEAN_2,5,50,50,180,4877.0
UNIFORM_BOOLEAN_2,5,60,60,181,6918.0
UNIFORM_BOOLEAN_2,5,70,70,185,6136.0
UNIFORM_BOOLEAN_2,5,80,80,189,4872.0
UNIFORM_BOOLEAN_2,5,90,90,186,4750.0
UNIFORM_BOOLEAN_2,5,100,100,192,6038.0
UNIFORM_BOOLEAN_2,5,110,110,193,5830.0
UNIFORM_BOOLEAN_2,5,120,120,194,4900.0
UNIFORM_BOOLEAN_2,5,130,130,196,4950.0
UNIFORM_BOOLEAN_2,5,140,140,205,6029.0
UNIFORM_BOOLEAN_2,5,150,150,206,5685.0
UNIFORM_BOOLEAN_2,5,160,160,210,4887.0
UNIFORM_BOOLEAN_2,5,170,170,216,4380.0
UNIFORM_BOOLEAN_2,5,180,180,220,11684.0
UNIFORM_BOOLEAN_2,5,190,190,222,5823.0
UNIFORM_BOOLEAN_3,5,0,0,305,9603.0
UNIFORM_BOOLEAN_3,5,10,10,207,4130.0
UNIFORM_BOOLEAN_3,5,20,20,201,5731.0
UNIFORM_BOOLEAN_3,5,30,30,177,3875.0
UNIFORM_BOOLEAN_3,5,40,40,168,3484.0
UNIFORM_BOOLEAN_3,5,50,50,169,2949.0
UNIFORM_BOOLEAN_3,5,60,60,166,4233.0
UNIFORM_BOOLEAN_3,5,70,70,171,3277.0
UNIFORM_BOOLEAN_3,5,80,80,174,3439.0
UNIFORM_BOOLEAN_3,5,90,90,176,2943.0
UNIFORM_BOOLEAN_3,5,100,100,180,4078.0
UNIFORM_BOOLEAN_3,5,110,110,183,3428.0
UNIFORM_BOOLEAN_3,5,120,120,182,3045.0
UNIFORM_BOOLEAN_3,5,130,130,188,2691.0
UNIFORM_BOOLEAN_3,5,140,140,189,3905.0
UNIFORM_BOOLEAN_3,5,150,150,199,3285.0
UNIFORM_BOOLEAN_3,5,160,160,199,3220.0
UNIFORM_BOOLEAN_3,5,170,170,203,2772.0
UNIFORM_BOOLEAN_3,5,180,180,210,9594.0
UNIFORM_BOOLEAN_3,5,190,190,223,3278.0
UNIFORM_BOOLEAN_4,5,0,0,543,275352.0
UNIFORM_BOOLEAN_4,5,10,10,348,90060.0
UNIFORM_BOOLEAN_4,5,20,20,299,95178.0
UNIFORM_BOOLEAN_4,5,30,30,240,72379.0
UNIFORM_BOOLEAN_4,5,40,40,244,62026.0
UNIFORM_BOOLEAN_4,5,50,50,233,52735.0
UNIFORM_BOOLEAN_4,5,60,60,239,72770.0
UNIFORM_BOOLEAN_4,5,70,70,232,72375.0
UNIFORM_BOOLEAN_4,5,80,80,236,48583.0
UNIFORM_BOOLEAN_4,5,90,90,238,46257.0
UNIFORM_BOOLEAN_4,5,100,100,236,67925.0
UNIFORM_BOOLEAN_4,5,110,110,242,48538.0
UNIFORM_BOOLEAN_4,5,120,120,243,37315.0
UNIFORM_BOOLEAN_4,5,130,130,242,38761.0
UNIFORM_BOOLEAN_4,5,140,140,242,52819.0
UNIFORM_BOOLEAN_4,5,150,150,245,40286.0
UNIFORM_BOOLEAN_4,5,160,160,251,36585.0
UNIFORM_BOOLEAN_4,5,170,170,248,30577.0
UNIFORM_BOOLEAN_4,5,180,180,256,44923.0
UNIFORM_BOOLEAN_4,5,190,190,258,36013.0
UNIFORM_BOOLEAN_5,5,0,0,298,6814.0
UNIFORM_BOOLEAN_5,5,10,10,196,3207.0
UNIFORM_BOOLEAN_5,5,20,20,179,3768.0
UNIFORM_BOOLEAN_5,5,30,30,169,2961.0
UNIFORM_BOOLEAN_5,5,40,40,168,2600.0
UNIFORM_BOOLEAN_5,5,50,50,171,2782.0
UNIFORM_BOOLEAN_5,5,60,60,169,3760.0
UNIFORM_BOOLEAN_5,5,70,70,169,2763.0
UNIFORM_BOOLEAN_5,5,80,80,172,2403.0
UNIFORM_BOOLEAN_5,5,90,90,174,2730.0
UNIFORM_BOOLEAN_5,5,100,100,178,3518.0
UNIFORM_BOOLEAN_5,5,110,110,182,2906.0
UNIFORM_BOOLEAN_5,5,120,120,180,2144.0
UNIFORM_BOOLEAN_5,5,130,130,184,2195.0
UNIFORM_BOOLEAN_5,5,140,140,192,3168.0
UNIFORM_BOOLEAN_5,5,150,150,189,2164.0
UNIFORM_BOOLEAN_5,5,160,160,195,2177.0
UNIFORM_BOOLEAN_5,5,170,170,212,2022.0
UNIFORM_BOOLEAN_5,5,180,180,211,3227.0
UNIFORM_BOOLEAN_5,5,190,190,218,2685.0
UNIFORM_BOOLEAN_6,5,0,0,392,19130.0
UNIFORM_BOOLEAN_6,5,10,10,272,10278.0
UNIFORM_BOOLEAN_6,5,20,20,250,13620.0
UNIFORM_BOOLEAN_6,5,30,30,197,9263.0
UNIFORM_BOOLEAN_6,5,40,40,196,7917.0
UNIFORM_BOOLEAN_6,5,50,50,203,7646.0
UNIFORM_BOOLEAN_6,5,60,60,200,11302.0
UNIFORM_BOOLEAN_6,5,70,70,196,8202.0
UNIFORM_BOOLEAN_6,5,80,80,200,8219.0
UNIFORM_BOOLEAN_6,5,90,90,201,7313.0
UNIFORM_BOOLEAN_6,5,100,100,205,9258.0
UNIFORM_BOOLEAN_6,5,110,110,207,7861.0
UNIFORM_BOOLEAN_6,5,120,120,204,7426.0
UNIFORM_BOOLEAN_6,5,130,130,207,7074.0
UNIFORM_BOOLEAN_6,5,140,140,209,8718.0
UNIFORM_BOOLEAN_6,5,150,150,214,6903.0
UNIFORM_BOOLEAN_6,5,160,160,219,5744.0
UNIFORM_BOOLEAN_6,5,170,170,221,6326.0
UNIFORM_BOOLEAN_6,5,180,180,225,7800.0
UNIFORM_BOOLEAN_6,5,190,190,233,6440.0
UNIFORM_BOOLEAN_7,5,0,0,315,6995.0
UNIFORM_BOOLEAN_7,5,10,10,207,3871.0
UNIFORM_BOOLEAN_7,5,20,20,194,4647.0
UNIFORM_BOOLEAN_7,5,30,30,191,3506.0
UNIFORM_BOOLEAN_7,5,40,40,180,2971.0
UNIFORM_BOOLEAN_7,5,50,50,176,3050.0
UNIFORM_BOOLEAN_7,5,60,60,181,3393.0
UNIFORM_BOOLEAN_7,5,70,70,181,2958.0
UNIFORM_BOOLEAN_7,5,80,80,186,2674.0
UNIFORM_BOOLEAN_7,5,90,90,185,2628.0
UNIFORM_BOOLEAN_7,5,100,100,187,3489.0
UNIFORM_BOOLEAN_7,5,110,110,186,2953.0
UNIFORM_BOOLEAN_7,5,120,120,190,2638.0
UNIFORM_BOOLEAN_7,5,130,130,196,2753.0
UNIFORM_BOOLEAN_7,5,140,140,195,3468.0
UNIFORM_BOOLEAN_7,5,150,150,201,2827.0
UNIFORM_BOOLEAN_7,5,160,160,203,2545.0
UNIFORM_BOOLEAN_7,5,170,170,213,2759.0
UNIFORM_BOOLEAN_7,5,180,180,213,2758.0
UNIFORM_BOOLEAN_7,5,190,190,219,2710.0
UNIFORM_BOOLEAN_8,5,0,0,74,42.0
UNIFORM_BOOLEAN_8,5,10,9,63,36.0
UNIFORM_BOOLEAN_8,5,20,20,61,18.0
UNIFORM_BOOLEAN_8,5,30,27,60,33.0
UNIFORM_BOOLEAN_8,5,40,37,64,25.0
UNIFORM_BOOLEAN_8,5,50,42,69,39.0
UNIFORM_BOOLEAN_8,5,60,47,72,35.0
UNIFORM_BOOLEAN_8,5,70,53,71,348.0
UNIFORM_BOOLEAN_8,5,80,58,75,7.0
UNIFORM_BOOLEAN_8,5,90,68,80,25.0
UNIFORM_BOOLEAN_8,5,100,72,78,29.0
UNIFORM_BOOLEAN_8,5,110,76,84,39.0
UNIFORM_BOOLEAN_8,5,120,74,81,29.0
UNIFORM_BOOLEAN_8,5,130,84,90,34.0
UNIFORM_BOOLEAN_8,5,140,88,91,35.0
UNIFORM_BOOLEAN_8,5,150,89,90,31.0
UNIFORM_BOOLEAN_8,5,160,91,92,24.0
UNIFORM_BOOLEAN_8,5,170,94,95,40.0
UNIFORM_BOOLEAN_8,5,180,95,99,33.0
UNIFORM_BOOLEAN_8,5,190,103,103,49.0
UNIFORM_BOOLEAN_9,5,0,0,566,156879.0
UNIFORM_BOOLEAN_9,5,10,10,392,71584.0
UNIFORM_BOOLEAN_9,5,20,20,264,51957.0
UNIFORM_BOOLEAN_9,5,30,30,284,54344.0
UNIFORM_BOOLEAN_9,5,40,40,246,41099.0
UNIFORM_BOOLEAN_9,5,50,50,237,39426.0
UNIFORM_BOOLEAN_9,5,60,60,243,41124.0
UNIFORM_BOOLEAN_9,5,70,70,242,44162.0
UNIFORM_BOOLEAN_9,5,80,80,241,45008.0
UNIFORM_BOOLEAN_9,5,90,90,239,37140.0
UNIFORM_BOOLEAN_9,5,100,100,240,36737.0
UNIFORM_BOOLEAN_9,5,110,110,242,30293.0
UNIFORM_BOOLEAN_9,5,120,120,247,26221.0
UNIFORM_BOOLEAN_9,5,130,130,246,25239.0
UNIFORM_BOOLEAN_9,5,140,140,248,24470.0
UNIFORM_BOOLEAN_9,5,150,150,246,23706.0
UNIFORM_BOOLEAN_9,5,160,160,248,22990.0
UNIFORM_BOOLEAN_9,5,170,170,252,23726.0
UNIFORM_BOOLEAN_9,5,180,180,256,23954.0
UNIFORM_BOOLEAN_9,5,190,190,260,23018.0
