ToolName;ModelName;Strength;TimeSeconds;Size;ErrorType;;;;
kali;UNIFORM_ALL_45;2;27.97;1537;;;;;
kali;UNIFORM_ALL_46;2;2.17;14;;;;;
kali;UNIFORM_ALL_47;2;21.62;939;;;;;
kali;UNIFORM_ALL_48;2;2.24;46;;;;;
kali;UNIFORM_ALL_49;2;6.29;395;;;;;
kali;UNIFORM_ALL_5;2;3.8;299;;;;;
kali;UNIFORM_ALL_6;2;2.85;244;;;;;
kali;UNIFORM_ALL_7;2;2.88;56;;;;;
kali;UNIFORM_ALL_8;2;6.76;903;;;;;
kali;UNIFORM_ALL_9;2;4.41;246;;;;;
kali;UNIFORM_BOOLEAN_0;2;2.06;11;;;;;
kali;UNIFORM_BOOLEAN_1;2;2.03;5;;;;;
kali;UNIFORM_BOOLEAN_10;2;1.98;13;;;;;
kali;UNIFORM_BOOLEAN_11;2;2.01;11;;;;;
kali;UNIFORM_BOOLEAN_12;2;2.03;13;;;;;
kali;UNIFORM_BOOLEAN_13;2;1.98;12;;;;;
kali;UNIFORM_BOOLEAN_14;2;2.13;12;;;;;
kali;UNIFORM_BOOLEAN_15;2;2.08;12;;;;;
kali;UNIFORM_BOOLEAN_16;2;2.02;12;;;;;
kali;UNIFORM_BOOLEAN_17;2;1.91;4;;;;;
kali;UNIFORM_BOOLEAN_18;2;2.06;11;;;;;
kali;UNIFORM_BOOLEAN_19;2;2.06;12;;;;;
kali;UNIFORM_BOOLEAN_2;2;2.08;14;;;;;
kali;UNIFORM_BOOLEAN_20;2;1.98;8;;;;;
kali;UNIFORM_BOOLEAN_21;2;1.99;10;;;;;
kali;UNIFORM_BOOLEAN_22;2;2.03;9;;;;;
kali;UNIFORM_BOOLEAN_23;2;2.04;13;;;;;
kali;UNIFORM_BOOLEAN_24;2;2.05;14;;;;;
kali;UNIFORM_BOOLEAN_25;2;1.96;4;;;;;
kali;UNIFORM_BOOLEAN_26;2;1.87;10;;;;;
kali;UNIFORM_BOOLEAN_27;2;2.02;9;;;;;
kali;UNIFORM_BOOLEAN_28;2;1.98;8;;;;;
kali;UNIFORM_BOOLEAN_29;2;2.06;6;;;;;
kali;UNIFORM_BOOLEAN_3;2;2.02;12;;;;;
kali;UNIFORM_BOOLEAN_30;2;2.12;12;;;;;
kali;UNIFORM_BOOLEAN_31;2;2.03;12;;;;;
kali;UNIFORM_BOOLEAN_32;2;2.05;6;;;;;
kali;UNIFORM_BOOLEAN_33;2;2.08;14;;;;;
kali;UNIFORM_BOOLEAN_34;2;2.1;14;;;;;
kali;UNIFORM_BOOLEAN_35;2;2.11;12;;;;;
kali;UNIFORM_BOOLEAN_36;2;2.05;13;;;;;
kali;UNIFORM_BOOLEAN_37;2;2.11;14;;;;;
kali;UNIFORM_BOOLEAN_38;2;2.13;12;;;;;
kali;UNIFORM_BOOLEAN_39;2;2.04;14;;;;;
kali;UNIFORM_BOOLEAN_4;2;2.05;11;;;;;
kali;UNIFORM_BOOLEAN_40;2;2.0;9;;;;;
kali;UNIFORM_BOOLEAN_41;2;2.02;11;;;;;
kali;UNIFORM_BOOLEAN_42;2;2.11;13;;;;;
kali;UNIFORM_BOOLEAN_43;2;2.06;13;;;;;
kali;UNIFORM_BOOLEAN_44;2;1.97;11;;;;;
kali;UNIFORM_BOOLEAN_45;2;1.99;9;;;;;
kali;UNIFORM_BOOLEAN_46;2;2.02;12;;;;;
kali;UNIFORM_BOOLEAN_47;2;2.04;11;;;;;
kali;UNIFORM_BOOLEAN_48;2;2.06;12;;;;;
kali;UNIFORM_BOOLEAN_49;2;2.05;14;;;;;
kali;UNIFORM_BOOLEAN_5;2;2.08;12;;;;;
kali;UNIFORM_BOOLEAN_6;2;2.07;13;;;;;
kali;UNIFORM_BOOLEAN_7;2;2.0;10;;;;;
kali;UNIFORM_BOOLEAN_8;2;1.98;4;;;;;
kali;UNIFORM_BOOLEAN_9;2;2.06;6;;;;;
pmedici;BOOLC_31;2;1.95;10;;;;;
pmedici;UNIFORM_BOOLEAN_33;2;1.88;13;;;;;
pmedici;UNIFORM_BOOLEAN_35;2;1.93;17;;;;;
pmedici;UNIFORM_ALL_39;2;9.5;740;;;;;
pmedici;MCA_21;2;30.4;2340;;;;;
pmedici;UNIFORM_BOOLEAN_37;2;1.83;16;;;;;
pmedici;UNIFORM_ALL_34;2;1.93;39;;;;;
pmedici;MCA_25;2;10.42;2288;;;;;
pmedici;UNIFORM_BOOLEAN_38;2;1.91;13;;;;;
pmedici;BOOLC_35;2;1.92;18;;;;;
pmedici;UNIFORM_BOOLEAN_8;2;1.79;4;;;;;
pmedici;BOOLC_36;2;2.09;37;;;;;
pmedici;UNIFORM_BOOLEAN_32;2;1.72;6;;;;;
pmedici;UNIFORM_BOOLEAN_34;2;1.88;14;;;;;
pmedici;MCA_26;2;59.51;4003;;;;;
pmedici;MCAC_48;2;12.2;2044;;;;;
pmedici;UNIFORM_BOOLEAN_30;2;1.94;13;;;;;
pmedici;UNIFORM_ALL_33;2;4.92;562;;;;;
pmedici;MCA_22;2;1.88;120;;;;;
pmedici;BOOLC_32;2;1.85;24;;;;;
pmedici;UNIFORM_BOOLEAN_15;2;1.81;21;;;;;
pmedici;UNIFORM_BOOLEAN_40;2;1.84;11;;;;;
pmedici;MCAC_38;2;91.84;3;;;;;
pmedici;UNIFORM_ALL_43;2;9.15;649;;;;;
pmedici;UNIFORM_ALL_16;2;1.84;17;;;;;
pmedici;BOOLC_6;2;2.02;26;;;;;
pmedici;BOOLC_46;2;1.94;22;;;;;
pmedici;MCAC_27;2;3.16;210;;;;;
pmedici;BOOLC_13;2;1.87;8;;;;;
pmedici;MCA_30;2;1.89;12;;;;;
pmedici;UNIFORM_ALL_7;2;2.06;50;;;;;
pmedici;BOOLC_2;2;1.9;31;;;;;
pmedici;MCAC_9;2;8.66;2308;;;;;
pmedici;UNIFORM_ALL_47;2;8.3;688;;;;;
pmedici;UNIFORM_ALL_12;2;2.0;20;;;;;
pmedici;MCAC_30;2;60.17;4436;;;;;
pmedici;UNIFORM_BOOLEAN_12;2;1.88;17;;;;;
pmedici;UNIFORM_BOOLEAN_47;2;1.92;15;;;;;
pmedici;UNIFORM_BOOLEAN_48;2;1.89;20;;;;;
pmedici;UNIFORM_ALL_44;2;1.95;102;;;;;
pmedici;UNIFORM_ALL_11;2;2.94;319;;;;;
pmedici;BOOLC_1;2;1.92;35;;;;;
pmedici;MCA_37;2;10.66;1352;;;;;
pmedici;UNIFORM_ALL_0;2;3.65;309;;;;;
pmedici;BOOLC_41;2;2.04;8;;;;;
pmedici;BOOLC_14;2;1.98;23;;;;;
pmedici;MCAC_20;2;1.96;4;;;;;
pmedici;BOOLC_5;2;2.01;1;;;;;
pmedici;UNIFORM_ALL_40;2;11.3;891;;;;;
pmedici;MCAC_37;2;2.1;7;;;;;
pmedici;UNIFORM_ALL_15;2;1.89;16;;;;;
pmedici;UNIFORM_BOOLEAN_19;2;1.9;20;;;;;
pmedici;BOOLC_27;2;2.02;32;;;;;
pmedici;MCAC_13;2;4.49;468;;;;;
pmedici;MCAC_46;2;300.08;0;Timeout;;;;
pmedici;MCA_15;2;34.83;2886;;;;;
pmedici;MCA_40;2;1.88;120;;;;;
pmedici;UNIFORM_BOOLEAN_25;2;1.79;4;;;;;
pmedici;UNIFORM_ALL_18;2;3.4;304;;;;;
pmedici;UNIFORM_ALL_26;2;2.29;188;;;;;
pmedici;UNIFORM_BOOLEAN_27;2;1.85;17;;;;;
pmedici;UNIFORM_BOOLEAN_21;2;1.81;9;;;;;
pmedici;MCA_33;2;1.92;205;;;;;
pmedici;UNIFORM_ALL_49;2;3.27;286;;;;;
pmedici;MCAC_17;2;1.92;45;;;;;
pmedici;BOOLC_23;2;1.93;1;;;;;
pmedici;MCAC_42;2;64.15;1886;;;;;
pmedici;MCA_11;2;9.41;1989;;;;;
pmedici;MCA_44;2;21.02;3739;;;;;
pmedici;MCAC_14;2;5.12;1045;;;;;
pmedici;BOOLC_20;2;2.0;37;;;;;
pmedici;MCAC_41;2;44.32;3109;;;;;
pmedici;MCA_12;2;20.48;2591;;;;;
pmedici;BOOLC_38;2;2.01;29;;;;;
pmedici;MCA_47;2;2.26;378;;;;;
pmedici;UNIFORM_BOOLEAN_22;2;1.83;21;;;;;
pmedici;UNIFORM_ALL_21;2;2.12;237;;;;;
pmedici;UNIFORM_ALL_8;2;3.31;648;;;;;
pmedici;UNIFORM_BOOLEAN_26;2;1.89;18;;;;;
pmedici;UNIFORM_BOOLEAN_20;2;1.87;11;;;;;
pmedici;MCA_34;2;9.6;1875;;;;;
pmedici;BOOLC_24;2;1.87;7;;;;;
pmedici;MCAC_10;2;14.58;1864;;;;;
pmedici;MCAC_45;2;7.59;1697;;;;;
pmedici;MCA_16;2;1.88;7;;;;;
pmedici;MCA_43;2;15.57;2672;;;;;
pmedici;UNIFORM_BOOLEAN_5;2;1.85;11;;;;;
pmedici;MCAC_22;2;188.52;2495;;;;;
pmedici;UNIFORM_ALL_6;2;2.16;203;;;;;
pmedici;MCAC_35;2;300.13;0;Timeout;;;;
pmedici;BOOLC_19;2;2.07;38;;;;;
pmedici;MCA_6;2;35.3;3379;;;;;
pmedici;BOOLC_48;2;2.0;33;;;;;
pmedici;UNIFORM_BOOLEAN_1;2;1.8;7;;;;;
pmedici;MCAC_29;2;43.36;2172;;;;;
pmedici;UNIFORM_BOOLEAN_2;2;1.92;14;;;;;
pmedici;MCAC_25;2;300.07;0;Timeout;;;;
pmedici;MCAC_32;2;85.48;283;;;;;
pmedici;UNIFORM_ALL_1;2;22.53;1376;;;;;
pmedici;MCA_1;2;1.92;4;;;;;
pmedici;BOOLC_28;2;2.0;36;;;;;
pmedici;UNIFORM_BOOLEAN_6;2;1.88;16;;;;;
pmedici;UNIFORM_ALL_29;2;5.97;465;;;;;
pmedici;UNIFORM_ALL_17;2;1.79;38;;;;;
pmedici;UNIFORM_ALL_42;2;1.96;256;;;;;
pmedici;MCAC_39;2;2.1;10;;;;;
pmedici;UNIFORM_BOOLEAN_41;2;1.92;11;;;;;
pmedici;UNIFORM_BOOLEAN_14;2;1.82;15;;;;;
pmedici;BOOLC_7;2;2.04;35;;;;;
pmedici;MCA_24;2;33.2;2786;;;;;
pmedici;BOOLC_16;2;2.1;8;;;;;
pmedici;BOOLC_43;2;2.05;36;;;;;
pmedici;UNIFORM_ALL_2;2;5.94;596;;;;;
pmedici;MCA_20;2;11.03;2155;;;;;
pmedici;MCA_9;2;60.53;4348;;;;;
pmedici;MCAC_26;2;9.66;2088;;;;;
pmedici;BOOLC_12;2;1.89;4;;;;;
pmedici;BOOLC_47;2;2.08;34;;;;;
pmedici;UNIFORM_BOOLEAN_16;2;1.82;18;;;;;
pmedici;UNIFORM_BOOLEAN_43;2;1.88;14;;;;;
pmedici;UNIFORM_BOOLEAN_45;2;1.92;14;;;;;
pmedici;UNIFORM_BOOLEAN_10;2;1.82;15;;;;;
pmedici;UNIFORM_ALL_10;2;1.75;19;;;;;
pmedici;UNIFORM_ALL_45;2;10.88;1146;;;;;
pmedici;UNIFORM_BOOLEAN_49;2;1.9;15;;;;;
pmedici;UNIFORM_BOOLEAN_46;2;1.87;11;;;;;
pmedici;UNIFORM_BOOLEAN_13;2;1.95;27;;;;;
pmedici;MCA_23;2;3.31;924;;;;;
pmedici;BOOLC_0;2;1.98;24;;;;;
pmedici;UNIFORM_ALL_5;2;2.32;230;;;;;
pmedici;BOOLC_11;2;1.85;2;;;;;
pmedici;BOOLC_44;2;1.99;34;;;;;
pmedici;MCA_27;2;2.43;705;;;;;
pmedici;BOOLC_15;2;1.82;36;;;;;
pmedici;MCAC_21;2;15.95;1036;;;;;
pmedici;BOOLC_40;2;1.93;35;;;;;
pmedici;UNIFORM_ALL_48;2;1.88;40;;;;;
pmedici;UNIFORM_BOOLEAN_42;2;1.89;18;;;;;
pmedici;UNIFORM_BOOLEAN_17;2;1.93;4;;;;;
pmedici;UNIFORM_BOOLEAN_11;2;1.9;12;;;;;
pmedici;UNIFORM_BOOLEAN_44;2;1.91;15;;;;;
pmedici;MCA_13;2;22.47;2296;;;;;
pmedici;MCA_46;2;6.7;1051;;;;;
pmedici;BOOLC_30;2;2.1;38;;;;;
pmedici;UNIFORM_ALL_31;2;1.91;19;;;;;
pmedici;UNIFORM_BOOLEAN_39;2;1.99;16;;;;;
pmedici;UNIFORM_ALL_35;2;24.44;1250;;;;;
pmedici;UNIFORM_BOOLEAN_36;2;1.9;18;;;;;
pmedici;BOOLC_37;2;1.9;2;;;;;
pmedici;MCA_14;2;6.5;1592;;;;;
pmedici;MCA_41;2;30.81;2472;;;;;
pmedici;UNIFORM_ALL_36;2;3.11;405;;;;;
pmedici;MCAC_18;2;1.98;1;;;;;
pmedici;UNIFORM_ALL_32;2;2.14;230;;;;;
pmedici;UNIFORM_BOOLEAN_31;2;1.78;14;;;;;
pmedici;MCAC_49;2;57.52;1704;;;;;
pmedici;MCA_45;2;1.84;14;;;;;
pmedici;MCA_10;2;11.6;2288;;;;;
pmedici;MCA_32;2;6.69;1686;;;;;
pmedici;MCAC_34;2;163.0;64;;;;;
pmedici;MCA_36;2;13.37;2162;;;;;
pmedici;BOOLC_49;2;1.88;5;;;;;
pmedici;UNIFORM_ALL_3;2;2.9;325;;;;;
pmedici;UNIFORM_BOOLEAN_0;2;2.02;12;;;;;
pmedici;MCA_42;2;8.18;1075;;;;;
pmedici;MCA_17;2;3.18;509;;;;;
pmedici;UNIFORM_ALL_38;2;2.46;497;;;;;
pmedici;MCA_35;2;18.8;2705;;;;;
pmedici;MCAC_33;2;300.1;0;Timeout;;;;
pmedici;MCA_31;2;2.25;539;;;;;
pmedici;UNIFORM_ALL_4;2;3.86;504;;;;;
pmedici;UNIFORM_BOOLEAN_7;2;1.95;13;;;;;
pmedici;BOOLC_9;2;1.9;46;;;;;
pmedici;MCAC_8;2;300.09;0;Timeout;;;;
pmedici;UNIFORM_ALL_27;2;5.41;829;;;;;
pmedici;UNIFORM_BOOLEAN_24;2;1.87;15;;;;;
pmedici;UNIFORM_ALL_23;2;7.98;844;;;;;
pmedici;MCAC_43;2;300.08;0;Timeout;;;;
pmedici;MCAC_16;2;128.37;5634;;;;;
pmedici;BOOLC_22;2;1.98;36;;;;;
pmedici;BOOLC_39;2;1.89;29;;;;;
pmedici;UNIFORM_ALL_20;2;16.17;1252;;;;;
pmedici;UNIFORM_BOOLEAN_23;2;1.85;12;;;;;
pmedici;UNIFORM_ALL_24;2;6.55;668;;;;;
pmedici;UNIFORM_BOOLEAN_28;2;1.89;10;;;;;
pmedici;MCA_8;2;1.84;22;;;;;
pmedici;MCAC_44;2;1.93;86;;;;;
pmedici;BOOLC_25;2;1.93;12;;;;;
pmedici;MCAC_11;2;2.63;110;;;;;
pmedici;MCAC_40;2;2.04;85;;;;;
pmedici;BOOLC_21;2;1.95;8;;;;;
pmedici;MCAC_15;2;300.1;0;Timeout;;;;
pmedici;UNIFORM_ALL_9;2;2.57;183;;;;;
pmedici;MCAC_47;2;1.69;7;;;;;
pmedici;MCAC_12;2;1.94;80;;;;;
pmedici;BOOLC_26;2;1.99;13;;;;;
pmedici;UNIFORM_ALL_19;2;2.27;109;;;;;
pmedici;BOOLC_29;2;1.98;16;;;;;
pmedici;MCAC_24;2;12.29;1799;;;;;
pmedici;UNIFORM_BOOLEAN_3;2;1.9;12;;;;;
pmedici;MCAC_28;2;1.91;4;;;;;
pmedici;MCA_0;2;1.96;115;;;;;
pmedici;UNIFORM_BOOLEAN_4;2;1.85;10;;;;;
pmedici;MCAC_23;2;2.37;33;;;;;
pmedici;MCA_7;2;3.58;707;;;;;
pmedici;BOOLC_18;2;1.96;6;;;;;
pmedici;BOOLC_33;2;2.11;36;;;;;
pmedici;UNIFORM_BOOLEAN_9;2;1.97;7;;;;;
pmedici;BOOLC_34;2;2.16;36;;;;;
pmedici;BOOLC_4;2;1.95;37;;;;;
pmedici;UNIFORM_BOOLEAN_18;2;1.8;13;;;;;
pmedici;UNIFORM_ALL_14;2;2.37;329;;;;;
pmedici;MCAC_36;2;60.08;1796;;;;;
pmedici;UNIFORM_ALL_41;2;1.97;28;;;;;
pmedici;BOOLC_3;2;1.95;31;;;;;
pmedici;MCAC_31;2;300.07;0;Timeout;;;;
pmedici;UNIFORM_ALL_13;2;1.92;64;;;;;
pmedici;UNIFORM_ALL_46;2;1.92;15;;;;;
pmedici;BOOLC_8;2;1.86;30;;;;;
pmedici;UNIFORM_BOOLEAN_29;2;1.89;6;;;;;
pmedici;UNIFORM_ALL_25;2;1.93;21;;;;;
pmedici;UNIFORM_ALL_22;2;18.91;1195;;;;;
pmedici;BOOLC_45;2;2.02;34;;;;;
pmedici;BOOLC_10;2;1.9;28;;;;;
pmedici;UNIFORM_ALL_28;2;3.12;252;;;;;
pmedici;BOOLC_42;2;1.99;6;;;;;
pmedici;BOOLC_17;2;1.98;34;;;;;
pmedici;MCAC_19;2;2.27;345;;;;;
pmedici;UNIFORM_ALL_37;2;1.89;225;;;;;
pmedici;UNIFORM_ALL_30;2;2.83;317;;;;;
pmedici;MCA_2;2;1.93;94;;;;;
pmedici;MCA_28;2;4.91;1427;;;;;
pmedici;MCA_5;2;47.42;3841;;;;;
pmedici;MCA_18;2;1.89;46;;;;;
pmedici;MCA_39;2;2.1;222;;;;;
pmedici;MCAC_0;2;18.72;1088;;;;;
pmedici;MCAC_4;2;36.24;2007;;;;;
pmedici;MCAC_7;2;2.03;61;;;;;
pmedici;MCA_49;2;5.15;1131;;;;;
pmedici;MCAC_3;2;1.93;98;;;;;
pmedici;MCA_4;2;9.45;1846;;;;;
pmedici;MCA_3;2;30.27;3068;;;;;
pmedici;MCA_29;2;35.79;2161;;;;;
pmedici;MCAC_2;2;20.64;2326;;;;;
pmedici;MCAC_5;2;44.49;2717;;;;;
pmedici;MCAC_1;2;2.43;24;;;;;
pmedici;MCA_38;2;22.72;2629;;;;;
pmedici;MCA_19;2;26.83;2567;;;;;
pmedici;MCA_48;2;4.96;1313;;;;;
pmedici;MCAC_6;2;300.09;0;Timeout;;;;
