Generator,ModelName,PercentageOfOldTsKept,TSSize,TSTime,Strength,Ordering,
KALI,MCAC_0,0,198,100210.0,2,,
PICT,MCAC_0,0,0,-1.0,2,,
ACTS,MCAC_0,0,182,225546.0,2,,
