FileName,Strength,SeedSize,UsedSeedSize,TSSize,TSTime,cRnd,cInc,totTuples
UNIFORM_BOOLEAN_8,2,165,90,90,3.0,0.0,0.0,84
UNIFORM_BOOLEAN_8,2,166,94,94,3.0,0.0,0.0,84
UNIFORM_BOOLEAN_8,2,167,96,96,3.0,0.0,0.0,84
UNIFORM_BOOLEAN_8,2,168,93,93,2.0,0.0,0.0,84
UNIFORM_BOOLEAN_8,2,169,97,97,5.0,0.0,0.0,84
UNIFORM_BOOLEAN_8,2,170,99,99,8.0,0.0,0.0,84
UNIFORM_BOOLEAN_8,2,171,98,98,4.0,0.0,0.0,84
UNIFORM_BOOLEAN_8,2,172,93,93,5.0,0.0,0.0,84
UNIFORM_BOOLEAN_8,2,173,97,97,9.0,0.0,0.0,84
UNIFORM_BOOLEAN_8,2,174,101,101,3.0,0.0,0.0,84
UNIFORM_BOOLEAN_8,2,175,100,100,4.0,0.0,0.0,84
UNIFORM_BOOLEAN_8,2,176,96,96,4.0,0.0,0.0,84
UNIFORM_BOOLEAN_8,2,177,94,94,4.0,0.0,0.0,84
UNIFORM_BOOLEAN_8,2,178,98,98,2.0,0.0,0.0,84
UNIFORM_BOOLEAN_8,2,179,93,93,3.0,0.0,0.0,84
UNIFORM_BOOLEAN_8,2,180,98,98,2.0,0.0,0.0,84
UNIFORM_BOOLEAN_8,2,181,91,91,3.0,0.0,0.0,84
UNIFORM_BOOLEAN_8,2,182,96,96,2.0,0.0,0.0,84
UNIFORM_BOOLEAN_8,2,183,98,98,3.0,0.0,0.0,84
UNIFORM_BOOLEAN_8,2,184,96,96,8.0,0.0,0.0,84
UNIFORM_BOOLEAN_8,2,185,97,97,3.0,0.0,0.0,84
UNIFORM_BOOLEAN_8,2,186,97,97,3.0,0.0,0.0,84
UNIFORM_BOOLEAN_8,2,187,98,98,9.0,0.0,0.0,84
UNIFORM_BOOLEAN_8,2,188,103,103,5.0,0.0,0.0,84
UNIFORM_BOOLEAN_8,2,189,98,98,5.0,0.0,0.0,84
UNIFORM_BOOLEAN_8,2,190,100,100,3.0,0.0,0.0,84
UNIFORM_BOOLEAN_8,2,191,106,106,5.0,0.0,0.0,84
UNIFORM_BOOLEAN_8,2,192,105,105,4.0,0.0,0.0,84
UNIFORM_BOOLEAN_8,2,193,95,95,4.0,0.0,0.0,84
UNIFORM_BOOLEAN_8,2,194,108,108,3.0,0.0,0.0,84
UNIFORM_BOOLEAN_8,2,195,100,100,5.0,0.0,0.0,84
UNIFORM_BOOLEAN_8,2,196,97,97,3.0,0.0,0.0,84
UNIFORM_BOOLEAN_8,2,197,99,99,9.0,0.0,0.0,84
UNIFORM_BOOLEAN_8,2,198,98,98,4.0,0.0,0.0,84
UNIFORM_BOOLEAN_8,2,199,105,105,4.0,0.0,0.0,84
UNIFORM_BOOLEAN_9,2,0,0,33,23.0,0.0,49.0,1624
UNIFORM_BOOLEAN_9,2,1,1,30,15.0,406.0,42.0,1624
UNIFORM_BOOLEAN_9,2,2,2,30,7.0,388.0,30.0,1624
UNIFORM_BOOLEAN_9,2,3,3,20,3.0,302.0,42.0,1624
UNIFORM_BOOLEAN_9,2,4,4,14,3.0,275.0,52.0,1624
UNIFORM_BOOLEAN_9,2,5,5,15,3.0,253.0,35.0,1624
UNIFORM_BOOLEAN_9,2,6,6,12,2.0,215.0,55.0,1624
UNIFORM_BOOLEAN_9,2,7,7,13,3.0,204.0,32.0,1624
UNIFORM_BOOLEAN_9,2,8,8,13,2.0,188.0,22.0,1624
UNIFORM_BOOLEAN_9,2,9,9,12,4.0,170.0,30.0,1624
UNIFORM_BOOLEAN_9,2,10,10,13,3.0,156.0,21.0,1624
UNIFORM_BOOLEAN_9,2,11,11,14,2.0,139.0,30.0,1624
UNIFORM_BOOLEAN_9,2,12,12,15,3.0,130.0,19.0,1624
UNIFORM_BOOLEAN_9,2,13,13,15,8.0,122.0,13.0,1624
UNIFORM_BOOLEAN_9,timeout,14,timeout,timeout,timeout,timeout,timeout,timeout
UNIFORM_BOOLEAN_9,2,15,15,17,10.0,106.0,15.0,1624
UNIFORM_BOOLEAN_9,2,16,16,17,12.0,101.0,7.0,1624
UNIFORM_BOOLEAN_9,2,17,17,18,5.0,95.0,6.0,1624
UNIFORM_BOOLEAN_9,2,18,18,20,3.0,89.0,4.0,1624
UNIFORM_BOOLEAN_9,2,19,19,20,4.0,85.0,4.0,1624
UNIFORM_BOOLEAN_9,2,20,20,21,5.0,81.0,1.0,1624
UNIFORM_BOOLEAN_9,2,21,21,22,4.0,77.0,3.0,1624
UNIFORM_BOOLEAN_9,timeout,22,timeout,timeout,timeout,timeout,timeout,timeout
UNIFORM_BOOLEAN_9,2,23,23,24,16.0,70.0,1.0,1624
UNIFORM_BOOLEAN_9,2,24,24,25,8.0,67.0,2.0,1624
UNIFORM_BOOLEAN_9,2,25,25,25,6.0,64.0,0.0,1624
UNIFORM_BOOLEAN_9,2,26,26,26,7.0,62.0,0.0,1624
UNIFORM_BOOLEAN_9,2,27,27,27,8.0,60.0,0.0,1624
UNIFORM_BOOLEAN_9,2,28,28,28,7.0,58.0,0.0,1624
UNIFORM_BOOLEAN_9,2,29,29,30,7.0,55.0,1.0,1624
UNIFORM_BOOLEAN_9,2,30,30,30,12.0,54.0,0.0,1624
UNIFORM_BOOLEAN_9,2,31,31,31,10.0,52.0,0.0,1624
UNIFORM_BOOLEAN_9,2,32,32,33,18.0,50.0,1.0,1624
UNIFORM_BOOLEAN_9,2,33,33,33,6.0,49.0,0.0,1624
UNIFORM_BOOLEAN_9,2,34,34,34,9.0,47.0,0.0,1624
UNIFORM_BOOLEAN_9,2,35,35,35,6.0,46.0,0.0,1624
UNIFORM_BOOLEAN_9,2,36,36,36,9.0,45.0,0.0,1624
UNIFORM_BOOLEAN_9,2,37,37,37,6.0,43.0,0.0,1624
UNIFORM_BOOLEAN_9,2,38,38,38,7.0,42.0,0.0,1624
UNIFORM_BOOLEAN_9,2,39,39,39,25.0,41.0,0.0,1624
UNIFORM_BOOLEAN_9,2,40,40,40,10.0,40.0,0.0,1624
UNIFORM_BOOLEAN_9,2,41,41,41,5.0,39.0,0.0,1624
UNIFORM_BOOLEAN_9,2,42,42,42,7.0,38.0,0.0,1624
UNIFORM_BOOLEAN_9,2,43,43,43,8.0,37.0,0.0,1624
UNIFORM_BOOLEAN_9,2,44,44,44,7.0,36.0,0.0,1624
UNIFORM_BOOLEAN_9,2,45,45,45,10.0,36.0,0.0,1624
UNIFORM_BOOLEAN_9,2,46,46,46,10.0,35.0,0.0,1624
UNIFORM_BOOLEAN_9,2,47,47,47,6.0,34.0,0.0,1624
UNIFORM_BOOLEAN_9,2,48,48,48,7.0,33.0,0.0,1624
UNIFORM_BOOLEAN_9,2,49,49,49,7.0,33.0,0.0,1624
UNIFORM_BOOLEAN_9,2,50,50,50,20.0,32.0,0.0,1624
UNIFORM_BOOLEAN_9,2,51,51,51,16.0,31.0,0.0,1624
UNIFORM_BOOLEAN_9,2,52,52,52,10.0,31.0,0.0,1624
UNIFORM_BOOLEAN_9,2,53,53,53,13.0,30.0,0.0,1624
UNIFORM_BOOLEAN_9,2,54,54,54,10.0,30.0,0.0,1624
UNIFORM_BOOLEAN_9,2,55,55,55,10.0,29.0,0.0,1624
UNIFORM_BOOLEAN_9,2,56,56,56,12.0,29.0,0.0,1624
UNIFORM_BOOLEAN_9,2,57,57,57,10.0,28.0,0.0,1624
UNIFORM_BOOLEAN_9,2,58,58,58,12.0,28.0,0.0,1624
UNIFORM_BOOLEAN_9,2,59,59,59,24.0,27.0,0.0,1624
UNIFORM_BOOLEAN_9,2,60,60,60,13.0,27.0,0.0,1624
UNIFORM_BOOLEAN_9,2,61,61,61,9.0,26.0,0.0,1624
UNIFORM_BOOLEAN_9,2,62,62,62,10.0,26.0,0.0,1624
UNIFORM_BOOLEAN_9,2,63,63,63,8.0,25.0,0.0,1624
UNIFORM_BOOLEAN_9,2,64,64,64,10.0,25.0,0.0,1624
UNIFORM_BOOLEAN_9,2,65,65,65,12.0,24.0,0.0,1624
UNIFORM_BOOLEAN_9,2,66,66,66,15.0,24.0,0.0,1624
UNIFORM_BOOLEAN_9,2,67,67,67,17.0,24.0,0.0,1624
UNIFORM_BOOLEAN_9,2,68,68,68,11.0,23.0,0.0,1624
UNIFORM_BOOLEAN_9,2,69,69,69,12.0,23.0,0.0,1624
UNIFORM_BOOLEAN_9,2,70,70,70,10.0,23.0,0.0,1624
UNIFORM_BOOLEAN_9,2,71,71,71,13.0,22.0,0.0,1624
UNIFORM_BOOLEAN_9,2,72,72,72,12.0,22.0,0.0,1624
UNIFORM_BOOLEAN_9,2,73,73,73,26.0,22.0,0.0,1624
UNIFORM_BOOLEAN_9,2,74,74,74,21.0,21.0,0.0,1624
UNIFORM_BOOLEAN_9,2,75,75,75,10.0,21.0,0.0,1624
UNIFORM_BOOLEAN_9,2,76,76,76,10.0,21.0,0.0,1624
UNIFORM_BOOLEAN_9,2,77,77,77,11.0,21.0,0.0,1624
UNIFORM_BOOLEAN_9,2,78,78,78,10.0,20.0,0.0,1624
UNIFORM_BOOLEAN_9,2,79,79,79,20.0,20.0,0.0,1624
UNIFORM_BOOLEAN_9,2,80,80,80,13.0,20.0,0.0,1624
UNIFORM_BOOLEAN_9,2,81,81,81,17.0,20.0,0.0,1624
UNIFORM_BOOLEAN_9,2,82,82,82,10.0,19.0,0.0,1624
UNIFORM_BOOLEAN_9,2,83,83,83,12.0,19.0,0.0,1624
UNIFORM_BOOLEAN_9,2,84,84,84,10.0,19.0,0.0,1624
UNIFORM_BOOLEAN_9,2,85,85,85,12.0,19.0,0.0,1624
UNIFORM_BOOLEAN_9,2,86,86,86,11.0,18.0,0.0,1624
UNIFORM_BOOLEAN_9,2,87,87,87,11.0,18.0,0.0,1624
UNIFORM_BOOLEAN_9,2,88,88,88,12.0,18.0,0.0,1624
UNIFORM_BOOLEAN_9,2,89,89,89,12.0,18.0,0.0,1624
UNIFORM_BOOLEAN_9,2,90,90,90,13.0,18.0,0.0,1624
UNIFORM_BOOLEAN_9,2,91,91,91,11.0,17.0,0.0,1624
UNIFORM_BOOLEAN_9,2,92,92,92,11.0,17.0,0.0,1624
UNIFORM_BOOLEAN_9,2,93,93,93,11.0,17.0,0.0,1624
UNIFORM_BOOLEAN_9,2,94,94,94,22.0,17.0,0.0,1624
UNIFORM_BOOLEAN_9,2,95,95,95,14.0,17.0,0.0,1624
UNIFORM_BOOLEAN_9,2,96,96,96,12.0,16.0,0.0,1624
UNIFORM_BOOLEAN_9,2,97,97,97,13.0,16.0,0.0,1624
UNIFORM_BOOLEAN_9,2,98,98,98,13.0,16.0,0.0,1624
UNIFORM_BOOLEAN_9,2,99,99,99,14.0,16.0,0.0,1624
UNIFORM_BOOLEAN_9,2,100,100,100,12.0,16.0,0.0,1624
UNIFORM_BOOLEAN_9,2,101,101,101,12.0,16.0,0.0,1624
UNIFORM_BOOLEAN_9,2,102,102,102,13.0,15.0,0.0,1624
UNIFORM_BOOLEAN_9,2,103,103,103,13.0,15.0,0.0,1624
UNIFORM_BOOLEAN_9,2,104,104,104,12.0,15.0,0.0,1624
UNIFORM_BOOLEAN_9,2,105,105,105,14.0,15.0,0.0,1624
UNIFORM_BOOLEAN_9,2,106,106,106,15.0,15.0,0.0,1624
UNIFORM_BOOLEAN_9,2,107,107,107,14.0,15.0,0.0,1624
UNIFORM_BOOLEAN_9,2,108,108,108,12.0,15.0,0.0,1624
UNIFORM_BOOLEAN_9,2,109,109,109,13.0,14.0,0.0,1624
UNIFORM_BOOLEAN_9,2,110,110,110,13.0,14.0,0.0,1624
UNIFORM_BOOLEAN_9,2,111,111,111,13.0,14.0,0.0,1624
UNIFORM_BOOLEAN_9,2,112,112,112,13.0,14.0,0.0,1624
UNIFORM_BOOLEAN_9,2,113,113,113,19.0,14.0,0.0,1624
UNIFORM_BOOLEAN_9,2,114,114,114,14.0,14.0,0.0,1624
UNIFORM_BOOLEAN_9,2,115,115,115,13.0,14.0,0.0,1624
UNIFORM_BOOLEAN_9,2,116,116,116,13.0,14.0,0.0,1624
UNIFORM_BOOLEAN_9,2,117,117,117,15.0,13.0,0.0,1624
UNIFORM_BOOLEAN_9,2,118,118,118,13.0,13.0,0.0,1624
UNIFORM_BOOLEAN_9,2,119,119,119,14.0,13.0,0.0,1624
UNIFORM_BOOLEAN_9,2,120,120,120,15.0,13.0,0.0,1624
UNIFORM_BOOLEAN_9,2,121,121,121,13.0,13.0,0.0,1624
UNIFORM_BOOLEAN_9,2,122,122,122,13.0,13.0,0.0,1624
UNIFORM_BOOLEAN_9,2,123,123,123,16.0,13.0,0.0,1624
UNIFORM_BOOLEAN_9,2,124,124,124,14.0,13.0,0.0,1624
UNIFORM_BOOLEAN_9,2,125,125,125,14.0,12.0,0.0,1624
UNIFORM_BOOLEAN_9,2,126,126,126,14.0,12.0,0.0,1624
UNIFORM_BOOLEAN_9,2,127,127,127,14.0,12.0,0.0,1624
UNIFORM_BOOLEAN_9,2,128,128,128,13.0,12.0,0.0,1624
UNIFORM_BOOLEAN_9,2,129,129,129,16.0,12.0,0.0,1624
UNIFORM_BOOLEAN_9,2,130,130,130,13.0,12.0,0.0,1624
UNIFORM_BOOLEAN_9,2,131,131,131,14.0,12.0,0.0,1624
UNIFORM_BOOLEAN_9,2,132,132,132,15.0,12.0,0.0,1624
UNIFORM_BOOLEAN_9,2,133,133,133,15.0,12.0,0.0,1624
UNIFORM_BOOLEAN_9,2,134,134,134,15.0,12.0,0.0,1624
UNIFORM_BOOLEAN_9,2,135,135,135,16.0,12.0,0.0,1624
UNIFORM_BOOLEAN_9,2,136,136,136,17.0,11.0,0.0,1624
UNIFORM_BOOLEAN_9,2,137,137,137,16.0,11.0,0.0,1624
UNIFORM_BOOLEAN_9,2,138,138,138,15.0,11.0,0.0,1624
UNIFORM_BOOLEAN_9,2,139,139,139,20.0,11.0,0.0,1624
UNIFORM_BOOLEAN_9,2,140,140,140,16.0,11.0,0.0,1624
UNIFORM_BOOLEAN_9,2,141,141,141,19.0,11.0,0.0,1624
UNIFORM_BOOLEAN_9,2,142,142,142,20.0,11.0,0.0,1624
UNIFORM_BOOLEAN_9,2,143,143,143,15.0,11.0,0.0,1624
UNIFORM_BOOLEAN_9,2,144,144,144,17.0,11.0,0.0,1624
UNIFORM_BOOLEAN_9,2,145,145,145,17.0,11.0,0.0,1624
UNIFORM_BOOLEAN_9,2,146,146,146,20.0,11.0,0.0,1624
UNIFORM_BOOLEAN_9,2,147,147,147,16.0,11.0,0.0,1624
UNIFORM_BOOLEAN_9,2,148,148,148,17.0,10.0,0.0,1624
UNIFORM_BOOLEAN_9,2,149,149,149,16.0,10.0,0.0,1624
UNIFORM_BOOLEAN_9,2,150,150,150,16.0,10.0,0.0,1624
UNIFORM_BOOLEAN_9,2,151,151,151,19.0,10.0,0.0,1624
