FileName,t,k,v,SeedSize,UsedSeedSize,TSSize,TSTime,cRnd,cInc,totTuples,relCRnd,relCInc
UNIFORM_ALL_11,2,17,7,0,0,357,279.0,0.0,18.666666666666668,6664,0.0,0.13725490196078433
UNIFORM_ALL_11,2,17,7,1,1,251,172.0,136.0,26.00796812749004,6664,1.0,0.1912350597609562
UNIFORM_ALL_11,2,17,7,2,2,225,150.0,134.5,28.42222222222222,6664,0.9889705882352942,0.20898692810457514
UNIFORM_ALL_11,2,17,7,3,3,194,129.0,128.66666666666666,32.36082474226804,6664,0.946078431372549,0.2379472407519709
UNIFORM_ALL_11,2,17,7,4,4,197,129.0,129.75,31.19289340101523,6664,0.9540441176470589,0.22935951030158258
UNIFORM_ALL_11,2,17,7,5,5,187,122.0,130.8,32.13903743315508,6664,0.9617647058823531,0.2363164517143756
UNIFORM_ALL_11,2,17,7,6,6,187,121.0,131.0,31.433155080213904,6664,0.9632352941176471,0.23112614029569048
UNIFORM_ALL_11,2,17,7,7,7,175,112.0,128.85714285714286,32.925714285714285,6664,0.9474789915966387,0.24210084033613444
UNIFORM_ALL_11,2,17,7,8,8,170,109.0,128.125,33.17058823529412,6664,0.9420955882352942,0.243901384083045
UNIFORM_ALL_11,2,17,7,9,9,172,105.0,125.0,32.20348837209303,6664,0.9191176470588235,0.23679035567715462
UNIFORM_ALL_11,2,17,7,10,10,165,103.0,119.6,33.13939393939394,6664,0.8794117647058823,0.24367201426024956
UNIFORM_ALL_11,2,17,7,11,11,169,105.0,119.54545454545455,31.650887573964496,6664,0.8790106951871658,0.23272711451444483
UNIFORM_ALL_11,2,17,7,12,12,161,98.0,122.5,32.26086956521739,6664,0.9007352941176471,0.23721227621483376
UNIFORM_ALL_11,2,17,7,13,13,160,97.0,121.07692307692308,31.8125,6664,0.8902714932126697,0.2339154411764706
UNIFORM_ALL_11,2,17,7,14,14,165,102.0,117.57142857142857,30.412121212121214,6664,0.8644957983193278,0.2236185383244207
UNIFORM_ALL_11,2,17,7,15,15,161,94.0,115.8,30.60248447204969,6664,0.8514705882352941,0.22501826817683596
UNIFORM_ALL_11,2,17,7,16,16,157,94.0,118.9375,30.32484076433121,6664,0.8745404411764706,0.22297677032596477
UNIFORM_ALL_11,2,17,7,17,17,152,91.0,115.3529411764706,30.94078947368421,6664,0.8481833910034603,0.22750580495356035
UNIFORM_ALL_11,2,17,7,18,18,150,85.0,118.16666666666667,30.246666666666666,6664,0.8688725490196079,0.22240196078431373
UNIFORM_ALL_11,2,17,7,19,19,151,88.0,113.0,29.91390728476821,6664,0.8308823529411765,0.21995520062329565
UNIFORM_ALL_11,2,17,7,20,20,148,90.0,112.1,29.87837837837838,6664,0.8242647058823529,0.2196939586645469
UNIFORM_ALL_11,2,17,7,21,21,151,87.0,110.14285714285714,28.814569536423843,6664,0.8098739495798319,0.2118718348266459
UNIFORM_ALL_11,2,17,7,22,22,147,82.0,111.72727272727273,28.612244897959183,6664,0.821524064171123,0.21038415366146457
UNIFORM_ALL_11,2,17,7,23,23,147,81.0,110.73913043478261,28.006802721088434,6664,0.8142583120204604,0.20593237294917965
UNIFORM_ALL_11,2,17,7,24,24,147,83.0,109.66666666666667,27.428571428571427,6664,0.8063725490196079,0.20168067226890754
UNIFORM_ALL_11,2,17,7,25,25,147,80.0,108.72,26.843537414965986,6664,0.7994117647058824,0.19737895158063226
UNIFORM_ALL_11,2,17,7,26,26,149,88.0,106.92307692307692,26.06711409395973,6664,0.7861990950226244,0.19166995657323332
UNIFORM_ALL_11,2,17,7,27,27,145,78.0,105.66666666666667,26.282758620689656,6664,0.7769607843137255,0.1932555780933063
UNIFORM_ALL_11,2,17,7,28,28,144,81.0,106.35714285714286,25.59722222222222,6664,0.7820378151260504,0.18821486928104575
UNIFORM_ALL_11,2,17,7,29,29,148,78.0,103.13793103448276,24.81756756756757,6664,0.7583671399594321,0.18248211446740858
UNIFORM_ALL_11,2,17,7,30,30,143,79.0,101.86666666666666,25.23076923076923,6664,0.7490196078431373,0.18552036199095023
UNIFORM_ALL_11,2,17,7,31,31,147,86.0,101.3225806451613,23.965986394557824,6664,0.7450189753320684,0.1762204881952781
UNIFORM_ALL_11,2,17,7,32,32,148,80.0,100.375,23.324324324324323,6664,0.7380514705882353,0.17150238473767884
UNIFORM_ALL_11,2,17,7,33,33,149,82.0,99.06060606060606,22.78523489932886,6664,0.7283868092691622,0.16753849190682985
UNIFORM_ALL_11,2,17,7,34,34,143,64.0,98.70588235294117,23.132867132867133,6664,0.7257785467128027,0.17009461127108186
UNIFORM_ALL_11,2,17,7,35,35,141,63.0,97.54285714285714,23.04964539007092,6664,0.7172268907563025,0.16948268669169794
UNIFORM_ALL_11,2,17,7,36,36,143,62.0,98.69444444444444,21.755244755244757,6664,0.7256944444444444,0.15996503496503497
UNIFORM_ALL_11,2,17,7,37,37,143,63.0,97.56756756756756,21.356643356643357,6664,0.7174085850556439,0.15703414232825996
UNIFORM_ALL_11,2,17,7,38,38,143,64.0,95.63157894736842,21.18881118881119,6664,0.7031733746130031,0.15580008227067052
UNIFORM_ALL_11,2,17,7,39,39,144,80.0,94.82051282051282,20.59722222222222,6664,0.697209653092006,0.1514501633986928
UNIFORM_ALL_11,2,17,7,40,40,142,77.0,92.825,20.781690140845072,6664,0.6825367647058824,0.15280654515327258
UNIFORM_ALL_11,2,17,7,41,41,145,83.0,94.02439024390245,19.372413793103448,6664,0.6913558106169297,0.1424442190669371
UNIFORM_ALL_11,2,17,7,42,42,145,78.0,92.73809523809524,19.09655172413793,6664,0.6818977591036415,0.1404158215010142
UNIFORM_ALL_11,2,17,7,43,43,142,77.0,90.06976744186046,19.654929577464788,6664,0.6622777017783857,0.1445215410107705
UNIFORM_ALL_11,2,17,7,44,44,146,77.0,90.22727272727273,18.45205479452055,6664,0.6634358288770054,0.1356768734891217
UNIFORM_ALL_11,2,17,7,45,45,141,64.0,88.46666666666667,19.02836879432624,6664,0.6504901960784314,0.13991447642886942
UNIFORM_ALL_11,2,17,7,46,46,137,77.0,88.76086956521739,18.83941605839416,6664,0.652653452685422,0.13852511807642764
UNIFORM_ALL_11,2,17,7,47,47,140,62.0,87.74468085106383,18.142857142857142,6664,0.6451814768460576,0.1334033613445378
UNIFORM_ALL_11,2,17,7,48,48,137,77.0,87.54166666666667,17.970802919708028,6664,0.6436887254901961,0.13213825676255903
UNIFORM_ALL_11,2,17,7,49,49,140,77.0,86.06122448979592,17.478571428571428,6664,0.6328031212484994,0.1285189075630252
UNIFORM_ALL_11,2,17,7,50,50,147,80.0,85.84,16.13605442176871,6664,0.6311764705882353,0.11864745898359344
UNIFORM_ALL_11,2,17,7,51,51,140,75.0,85.52941176470588,16.442857142857143,6664,0.6288927335640139,0.12090336134453782
UNIFORM_ALL_11,2,17,7,52,52,140,79.0,83.42307692307692,16.614285714285714,6664,0.6134049773755655,0.12216386554621848
UNIFORM_ALL_11,2,17,7,53,53,140,79.0,84.13207547169812,15.75,6664,0.6186182019977803,0.11580882352941177
UNIFORM_ALL_11,2,17,7,54,54,145,77.0,83.5925925925926,14.827586206896552,6664,0.6146514161220044,0.10902636916835699
UNIFORM_ALL_11,2,17,7,55,55,143,77.0,82.30909090909091,14.944055944055943,6664,0.6052139037433155,0.10988276429452899
UNIFORM_ALL_11,2,17,7,56,56,147,80.0,82.32142857142857,13.97278911564626,6664,0.6053046218487395,0.10274109643857543
UNIFORM_ALL_11,2,17,7,57,57,138,78.0,81.33333333333333,14.695652173913043,6664,0.5980392156862745,0.10805626598465473
UNIFORM_ALL_11,2,17,7,58,58,143,79.0,80.06896551724138,14.125874125874127,6664,0.5887423935091278,0.10386672151378035
UNIFORM_ALL_11,2,17,7,59,59,141,62.0,79.27118644067797,14.092198581560284,6664,0.582876370887338,0.10361910721735502
UNIFORM_ALL_11,2,17,7,60,60,143,58.0,77.71666666666667,13.993006993006993,6664,0.5714460784313725,0.10288975730152201
UNIFORM_ALL_11,2,17,7,61,61,149,82.0,76.24590163934427,13.51006711409396,6664,0.5606316297010608,0.09933872878010265
UNIFORM_ALL_11,2,17,7,62,62,144,76.0,77.85483870967742,12.756944444444445,6664,0.5724620493358634,0.09380106209150327
UNIFORM_ALL_11,2,17,7,63,63,141,77.0,77.52380952380952,12.624113475177305,6664,0.5700280112044818,0.09282436378806842
UNIFORM_ALL_11,2,17,7,64,64,143,61.0,75.625,12.755244755244755,6664,0.5560661764705882,0.09378856437679967
UNIFORM_ALL_11,2,17,7,65,65,144,79.0,75.43076923076923,12.229166666666666,6664,0.5546380090497738,0.0899203431372549
UNIFORM_ALL_11,2,17,7,66,66,141,62.0,74.16666666666667,12.546099290780141,6664,0.545343137254902,0.09225073007926575
UNIFORM_ALL_11,2,17,7,67,67,142,61.0,75.43283582089552,11.338028169014084,6664,0.5546532045654082,0.08336785418392709
UNIFORM_ALL_11,2,17,7,68,68,143,66.0,72.70588235294117,12.027972027972028,6664,0.5346020761245674,0.08844097079391197
UNIFORM_ALL_11,2,17,7,69,69,139,64.0,73.82608695652173,11.29496402877698,6664,0.5428388746803069,0.08305120609394838
UNIFORM_ALL_11,2,17,7,70,70,141,63.0,73.3,10.872340425531915,6664,0.5389705882352941,0.07994367959949937
UNIFORM_ALL_11,2,17,7,71,71,145,61.0,71.71830985915493,10.841379310344827,6664,0.5273405136702568,0.07971602434077078
UNIFORM_ALL_11,2,17,7,72,72,141,77.0,71.40277777777777,10.801418439716311,6664,0.5250204248366013,0.07942219440967876
UNIFORM_ALL_11,2,17,7,73,73,141,76.0,71.3013698630137,10.347517730496454,6664,0.5242747784045125,0.07608468919482687
UNIFORM_ALL_11,2,17,7,74,74,145,79.0,70.06756756756756,10.2,6664,0.5152027027027026,0.075
UNIFORM_ALL_11,2,17,7,75,75,147,78.0,69.44,9.904761904761905,6664,0.5105882352941177,0.07282913165266107
UNIFORM_ALL_11,2,17,7,76,76,141,77.0,70.1842105263158,9.432624113475176,6664,0.5160603715170279,0.069357530246141
UNIFORM_ALL_11,2,17,7,77,77,143,77.0,70.02597402597402,8.895104895104895,6664,0.5148968678380443,0.06540518305224187
UNIFORM_ALL_11,2,17,7,78,78,141,74.0,69.3974358974359,8.872340425531915,6664,0.5102752639517345,0.0652377972465582
UNIFORM_ALL_11,2,17,7,79,79,143,74.0,68.9746835443038,8.496503496503497,6664,0.5071667907669397,0.062474290415466885
UNIFORM_ALL_11,2,17,7,80,80,145,75.0,67.4375,8.751724137931035,6664,0.4958639705882353,0.06435091277890467
UNIFORM_ALL_11,2,17,7,81,81,145,64.0,65.77777777777777,9.213793103448277,6664,0.4836601307189542,0.06774847870182556
UNIFORM_ALL_11,2,17,7,82,82,145,79.0,65.89024390243902,8.696551724137931,6664,0.484487087517934,0.06394523326572009
UNIFORM_ALL_11,2,17,7,83,83,146,64.0,66.1566265060241,8.034246575342467,6664,0.4864457831325301,0.05907534246575343
UNIFORM_ALL_11,2,17,7,84,84,147,80.0,64.6547619047619,8.387755102040817,6664,0.47540266106442575,0.06167466986794718
UNIFORM_ALL_11,2,17,7,85,85,146,63.0,65.15294117647059,7.712328767123288,6664,0.4790657439446367,0.05670829975825947
UNIFORM_ALL_11,2,17,7,86,86,144,76.0,63.97674418604651,8.069444444444445,6664,0.47041723666210666,0.05933415032679739
UNIFORM_ALL_11,2,17,7,87,87,147,63.0,63.839080459770116,7.551020408163265,6664,0.4694050033806626,0.05552220888355342
UNIFORM_ALL_11,2,17,7,88,88,147,74.0,63.31818181818182,7.428571428571429,6664,0.46557486631016043,0.0546218487394958
UNIFORM_ALL_11,2,17,7,89,89,146,76.0,63.235955056179776,7.095890410958904,6664,0.46497025776602774,0.05217566478646253
UNIFORM_ALL_11,2,17,7,90,90,149,80.0,62.455555555555556,7.0,6664,0.45923202614379083,0.051470588235294115
UNIFORM_ALL_11,2,17,7,91,91,150,82.0,62.08791208791209,6.76,6664,0.45652876535229475,0.049705882352941176
UNIFORM_ALL_11,2,17,7,92,92,149,77.0,61.84782608695652,6.5369127516778525,6664,0.4547634271099744,0.04806553493880774
UNIFORM_ALL_11,2,17,7,93,93,149,62.0,61.354838709677416,6.429530201342282,6664,0.45113851992409865,0.0472759573628109
UNIFORM_ALL_11,2,17,7,94,94,149,76.0,60.861702127659576,6.328859060402684,6664,0.4475125156445557,0.046535728385313856
UNIFORM_ALL_11,2,17,7,95,95,146,78.0,60.67368421052632,6.164383561643835,6664,0.44613003095975234,0.04532634971796938
UNIFORM_ALL_11,2,17,7,96,96,149,61.0,60.15625,5.966442953020135,6664,0.4423253676470588,0.04387090406632452
