fileName;size;time;isSortingEnabled;orderingType;nThreads;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/UNIFORM_ALL_1.ctw;966;33009;false;IN_ORDER_SIZE_DESC;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/UNIFORM_ALL_1.ctw;866;31523;true;IN_ORDER_SIZE_DESC;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/UNIFORM_ALL_1.ctw;858;31463;true;IN_ORDER_SIZE_DESC;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/UNIFORM_ALL_1.ctw;848;31256;true;IN_ORDER_SIZE_DESC;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/UNIFORM_ALL_1.ctw;882;31922;true;IN_ORDER_SIZE_DESC;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/UNIFORM_ALL_1.ctw;878;31794;true;IN_ORDER_SIZE_DESC;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/UNIFORM_ALL_1.ctw;876;32475;true;IN_ORDER_SIZE_DESC;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/UNIFORM_ALL_1.ctw;880;33070;true;IN_ORDER_SIZE_DESC;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/UNIFORM_ALL_1.ctw;873;31767;true;IN_ORDER_SIZE_DESC;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/UNIFORM_ALL_1.ctw;863;31386;true;IN_ORDER_SIZE_DESC;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/UNIFORM_ALL_1.ctw;849;29543;true;IN_ORDER_SIZE_DESC;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/UNIFORM_ALL_1.ctw;993;34403;false;IN_ORDER_SIZE_ASC;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/UNIFORM_ALL_1.ctw;989;35838;false;IN_ORDER_SIZE_ASC;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/UNIFORM_ALL_1.ctw;1003;34923;false;IN_ORDER_SIZE_ASC;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/UNIFORM_ALL_1.ctw;979;34354;false;IN_ORDER_SIZE_ASC;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/UNIFORM_ALL_1.ctw;971;35436;false;IN_ORDER_SIZE_ASC;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/UNIFORM_ALL_1.ctw;992;34844;false;IN_ORDER_SIZE_ASC;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/UNIFORM_ALL_1.ctw;986;34675;false;IN_ORDER_SIZE_ASC;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/UNIFORM_ALL_1.ctw;976;34206;false;IN_ORDER_SIZE_ASC;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/UNIFORM_ALL_1.ctw;976;34228;false;IN_ORDER_SIZE_ASC;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/UNIFORM_ALL_1.ctw;976;37654;false;IN_ORDER_SIZE_ASC;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/UNIFORM_ALL_1.ctw;865;31272;true;IN_ORDER_SIZE_ASC;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/UNIFORM_ALL_1.ctw;878;30635;true;IN_ORDER_SIZE_ASC;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/UNIFORM_ALL_1.ctw;889;31895;true;IN_ORDER_SIZE_ASC;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/UNIFORM_ALL_1.ctw;874;31554;true;IN_ORDER_SIZE_ASC;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/UNIFORM_ALL_1.ctw;862;30046;true;IN_ORDER_SIZE_ASC;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/UNIFORM_ALL_1.ctw;874;30908;true;IN_ORDER_SIZE_ASC;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/UNIFORM_ALL_1.ctw;864;30236;true;IN_ORDER_SIZE_ASC;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/UNIFORM_ALL_1.ctw;844;29806;true;IN_ORDER_SIZE_ASC;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/UNIFORM_ALL_1.ctw;866;30062;true;IN_ORDER_SIZE_ASC;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/UNIFORM_ALL_1.ctw;869;30278;true;IN_ORDER_SIZE_ASC;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/UNIFORM_ALL_1.ctw;997;35765;false;RANDOM;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/UNIFORM_ALL_1.ctw;993;34411;false;RANDOM;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/UNIFORM_ALL_1.ctw;1001;36408;false;RANDOM;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/UNIFORM_ALL_1.ctw;990;35918;false;RANDOM;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/UNIFORM_ALL_1.ctw;953;35753;false;RANDOM;32;;;;;;;
