fileName;size;time;isSortingEnabled;nThreads
UNIFORM_BOOLEAN_2.txt;21;11;true;32
UNIFORM_BOOLEAN_2.txt;28;9;true;32
UNIFORM_BOOLEAN_2.txt;22;7;true;32
UNIFORM_BOOLEAN_2.txt;23;7;true;32
UNIFORM_BOOLEAN_1.txt;8;4;false;32
UNIFORM_BOOLEAN_1.txt;8;3;false;32
UNIFORM_BOOLEAN_1.txt;8;3;false;32
UNIFORM_BOOLEAN_1.txt;8;5;false;32
UNIFORM_BOOLEAN_1.txt;6;5;false;32
UNIFORM_BOOLEAN_1.txt;6;3;false;32
UNIFORM_BOOLEAN_1.txt;8;3;false;32
UNIFORM_BOOLEAN_1.txt;8;3;false;32
UNIFORM_BOOLEAN_1.txt;7;3;false;32
UNIFORM_BOOLEAN_1.txt;6;3;false;32
UNIFORM_BOOLEAN_1.txt;8;3;true;32
UNIFORM_BOOLEAN_1.txt;8;3;true;32
UNIFORM_BOOLEAN_1.txt;8;4;true;32
UNIFORM_BOOLEAN_1.txt;8;4;true;32
UNIFORM_BOOLEAN_1.txt;6;3;true;32
UNIFORM_BOOLEAN_1.txt;8;4;true;32
UNIFORM_BOOLEAN_1.txt;8;3;true;32
UNIFORM_BOOLEAN_1.txt;6;3;true;32
UNIFORM_BOOLEAN_1.txt;8;3;true;32
UNIFORM_BOOLEAN_1.txt;8;4;true;32
ADD_BOOLC_0.txt;45;457;false;32
ADD_BOOLC_0.txt;41;521;false;32
ADD_BOOLC_0.txt;42;468;false;32
ADD_BOOLC_0.txt;44;546;false;32
ADD_BOOLC_0.txt;27;448;false;32
ADD_BOOLC_0.txt;40;461;false;32
ADD_BOOLC_0.txt;40;464;false;32
ADD_BOOLC_0.txt;47;466;false;32
ADD_BOOLC_0.txt;44;454;false;32
ADD_BOOLC_0.txt;43;453;false;32
ADD_BOOLC_0.txt;15;480;true;32
ADD_BOOLC_0.txt;16;439;true;32
ADD_BOOLC_0.txt;18;470;true;32
ADD_BOOLC_0.txt;14;460;true;32
ADD_BOOLC_0.txt;16;529;true;32
ADD_BOOLC_0.txt;14;533;true;32
ADD_BOOLC_0.txt;14;507;true;32
ADD_BOOLC_0.txt;17;583;true;32
ADD_BOOLC_0.txt;17;519;true;32
ADD_BOOLC_0.txt;14;509;true;32
ADD_MCAC_0.txt;1;42;false;32
ADD_MCAC_0.txt;1;43;false;32
ADD_MCAC_0.txt;1;38;false;32
ADD_MCAC_0.txt;1;52;false;32
ADD_MCAC_0.txt;1;40;false;32
ADD_MCAC_0.txt;1;40;false;32
ADD_MCAC_0.txt;1;42;false;32
ADD_MCAC_0.txt;1;41;false;32
ADD_MCAC_0.txt;1;41;false;32
ADD_MCAC_0.txt;1;42;false;32
ADD_MCAC_0.txt;2;45;true;32
ADD_MCAC_0.txt;1;42;true;32
ADD_MCAC_0.txt;1;52;true;32
ADD_MCAC_0.txt;1;40;true;32
ADD_MCAC_0.txt;1;41;true;32
ADD_MCAC_0.txt;1;39;true;32
ADD_MCAC_0.txt;1;39;true;32
ADD_MCAC_0.txt;1;43;true;32
ADD_MCAC_0.txt;1;50;true;32
ADD_MCAC_0.txt;1;60;true;32
MCA_0.txt;1476;1110;false;32
MCA_0.txt;1469;931;false;32
MCA_0.txt;1470;910;false;32
MCA_0.txt;1473;830;false;32
MCA_0.txt;1458;959;false;32
MCA_0.txt;1516;702;false;32
MCA_0.txt;1479;988;false;32
MCA_0.txt;1471;767;false;32
MCA_0.txt;1467;776;false;32
MCA_0.txt;1464;854;false;32
MCA_0.txt;1474;882;true;32
MCA_0.txt;1501;799;true;32
MCA_0.txt;1473;875;true;32
MCA_0.txt;1494;1070;true;32
MCA_0.txt;1462;900;true;32
MCA_0.txt;1485;1041;true;32
MCA_0.txt;1471;895;true;32
MCA_0.txt;1464;1029;true;32
MCA_0.txt;1481;901;true;32
MCA_0.txt;1503;957;true;32
ADD_MCAC_3.txt;1774;10951;false;32
ADD_MCAC_3.txt;1706;10104;false;32
ADD_MCAC_3.txt;1777;11527;false;32
ADD_MCAC_3.txt;1767;10484;false;32
ADD_MCAC_3.txt;1753;10646;false;32
ADD_MCAC_3.txt;1768;11623;false;32
ADD_MCAC_3.txt;1738;11055;false;32
ADD_MCAC_3.txt;1784;10373;false;32
ADD_MCAC_3.txt;1745;10186;false;32
ADD_MCAC_3.txt;1738;10137;false;32
ADD_MCAC_3.txt;1784;67575;true;32
